nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04217096,Efficacy and Safety of Paclitaxel Liposome and S-1 as First-line Therapy in \ Advanced Pancreatic Cancer Patients,"

1. Age ≥18 years and ≤75 years;
2. the patients were confirmed as locally advanced or metastatic pancreatic cancer by histopathology;
3. At least one measurable objective lesion was identified based on the RECIST1.1 criteria;
4. Eastern Cooperative Oncology Group (ECOG) performance status 0-1;
5. The expected survival after surgery ≥3 months;
6. Adequate liver/kidney/bone marrow function： Absolute neutrophil count (ANC) ≥1.5×10\^9/L; Hemoglobin (Hgb) ≥9g/dL; Platelets (PLT) ≥100×10\^9/L; Total bilirubin (TBIL) ≤1.5×ULN; Aspartate aminotransferase (AST) (serum glutamic oxaloacetic transaminase \[SGOT\]/ alanine aminotransferase (ALT) (serum glutamic pyruvate transaminase \[SGPT\]) ≤2.5×institutional upper limit of normal (ULN), or ≤5×ULN(hepatic metastases); Serum creatinine level is normal or creatinine clearance rate≥60 mL/min/1.73 m\^2.
7. Subjects of child-bearing age must agree to take effective contraceptive measures during the study period; Serum or urine pregnancy tests must be negative for women of childbearing age 7 days before the start of chemotherapy、during the monthly treatment interval and after the last treatment;
8. Signed informed content obtained prior to treatment.

","[""Are you aged between 18 and 75 years?"", ""Have you been confirmed to have locally advanced or metastatic pancreatic cancer through histopathology?"", ""Is there at least one measurable objective lesion in your body according to the RECIST1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Do you have an expected survival of at least 3 months after surgery?"", ""Do you meet the requirements for adequate liver, kidney, and bone marrow function including ANC, Hgb, PLT, TBIL, AST/ALT, and serum creatinine levels?"", ""Are you of child-bearing age and willing to take effective contraceptive measures during the study period?"", ""Have you had a negative serum or urine pregnancy test within 7 days before starting chemotherapy, during the monthly treatment interval, and after the last treatment if you are of child-bearing age?"", ""Have you provided written informed consent before receiving any treatment?""]"
NCT05913635,Effects of Time-Restricted Fasting on the Postprandial Glycemic Responses,"

1. Both men and women are eligible.
2. Age: 18-40 years old.
3. Healthy adults: no history of diabetes mellitus, no use of hypoglycemic drugs, no insulin injection.
4. All participants have a good sleep circle, with no somnipathy.

","[""Are both men and women eligible for this study?"", ""What is the age range for eligibility in this study?"", ""Do participants need to have a history of diabetes mellitus to be eligible?"", ""Are participants required to be taking hypoglycemic drugs?"", ""Can participants who have received insulin injections be part of this study?"", ""Is it necessary for all participants to have a good sleep cycle without somnipathy?""]"
NCT05939063,LRAMPS Versus LDP in Selected Early-stage Left-sided Pancreatic Cancer,"

* Clinically diagnosed as resectable left-sided pancreatic cancer before surgery.
* Imaging tumor diameter ≤ 4 cm.
* Located ≥ 1cm from the celiac trunk.
* Tumor didn't invade the fascial layer behind the pancreas.
* Be able to comply with research protocol.
* Voluntary participation and signed informed consent.

","[""Has your pancreatic cancer been clinically diagnosed as resectable before surgery?"", ""Is the imaging tumor diameter measured to be less than or equal to 4 cm?"", ""Is the tumor located at least 1 cm away from the celiac trunk?"", ""Did the tumor not invade the fascial layer behind the pancreas?"", ""Are you able to adhere to the research protocol?"", ""Are you participating voluntarily and have you signed an informed consent form?""]"
NCT04979663,GEMOX Combined With Donafenib and Tislelizumab in Biliary Tract Cancer,"

1. Age ≥18 years and ≤80 years;
2. ECOG physical condition score: 0\~1;
3. Histologically or cytologically confirmed malignant tumor of epithelial origin in the biliary system;
4. Preoperative imaging assessment of the disease stage was III/IV;
5. The main organs function well, and the examination indicators meet the following requirements:

Routine blood tests: Hemoglobin ≥90 g/L (no blood transfusion within 14 days); Neutrophil count ≥1.5×10\^9/L; Platelet count ≥80×10\^9/L; Biochemical examination: Total bilirubin ≤2×ULN (upper normal value); ALT or AST ≤ 2.5×ULN; Endogenous creatinine clearance ≥ 50 mL /min (Cockcroft-Gault formula); 6. Sign the informed consent voluntarily; 9. Good compliance, and family members willing to cooperate with follow-up.

","[""Are you aged between 18 and 80 years?"", ""Is your ECOG physical condition score 0 or 1?"", ""Has your malignant tumor of epithelial origin in the biliary system been histologically or cytologically confirmed?"", ""Was your preoperative imaging assessment of the disease stage III or IV?"", ""Do your main organs function well according to the given criteria for biochemical and hematological tests?"", ""Is your hemoglobin level greater than or equal to 90 g/L without recent blood transfusion?"", ""Is your neutrophil count greater than or equal to 1.5\u00d710^9/L?"", ""Is your platelet count greater than or equal to 80\u00d710^9/L?"", ""Is your total bilirubin level less than or equal to 2\u00d7ULN?"", ""Is your ALT or AST level less than or equal to 2.5\u00d7ULN?"", ""Does your endogenous creatinine clearance rate meet the Cockcroft-Gault formula, being greater than or equal to 50 mL/min?"", ""Have you signed the informed consent voluntarily?"", ""Are you in good compliance with the treatment plan?"", ""Are your family members willing to cooperate with follow-up?""]"
NCT05628922,Modulation Therapy for Locally Advanced NPC Based on Plasma EBV DNA Level Post-ICT,"

1. Subjects must sign the informed consent form, and must be willing and able to comply with the visits, treatment regimen, laboratory tests and other requirements specified in the study protocol;
2. Age at diagnosis: 18-70 years old;
3. Firstly diagnosed, pathologically confirmed primary nasopharyngeal carcinoma with ""non-keratinizing carcinoma (WHO criteria)"";
4. Locally advanced nasopharyngeal carcinoma (T3-4N0-1M0, TanyN2-3M0), staged according to the American Joint Committee on Cancer (AJCC) 8th edition clinical staging system;
5. Pretreatment EBV DNA \>0;
6. ECOG score: 0-1 points;
7. Does not receive any treatment after the diagnosis of nasopharyngeal carcinoma;
8. Normal bone marrow function: white blood cell \>4\*109/L, neutrophil count \>1.5\*109/L, hemoglobin concentration \> 90g/L, platelet count \>100\*109/L;
9. Normal liver and kidney function: total bilirubin ≤1.5 times the upper limit of normal; aspartate aminotransferase and/or alanine aminotransferase ≤ 2.5 times the upper limit of normal; creatinine clearance ≥ 60mL/min;
10. For those with hepatitis B infection, the HBV DNA load must be \< 2500 copies/ml at the time of screening; For those with anti-hepatitis C virus antibody, HCV RNA must be negative at the time of screening;
11. Female subjects of childbearing potential and male subjects with partners of childbearing potential must agree to use reliable contraception (e.g. condoms, regular contraceptives as directed) from screening through 1 year after treatment.

","[""Are you willing to comply with all the visits, treatments, and requirements outlined in the study protocol?"", ""What is your age at diagnosis?"", ""Are you firstly diagnosed and have your primary nasopharyngeal carcinoma been pathologically confirmed as 'non-keratinizing carcinoma' based on WHO criteria?"", ""Is your nasopharyngeal carcinoma locally advanced (T3-4N0-1M0, TanyN2-3M0)?"", ""Have you been pretreated with EBV DNA testing showing a value greater than zero?"", ""What is your ECOG score?"", ""Have you received any treatment for nasopharyngeal carcinoma after diagnosis?"", ""Are your bone marrow functions within normal range (white blood cell >4*10^9/L, neutrophil count >1.5*10^9/L, hemoglobin > 90g/L, platelet count >100*10^9/L)?"", ""Are your liver and kidney functions within normal limits (total bilirubin \u22641.5 times the upper limit of normal; AST and/or ALT \u2264 2.5 times the upper limit of normal; creatinine clearance \u2265 60mL/min)?"", ""For hepatitis B infection, is your HBV DNA load less than 2500 copies/ml at screening?"", ""For hepatitis C virus, is your HCV RNA negative at screening?"", ""Do you agree to use reliable contraception if you are of childbearing potential (female subjects and male subjects with partners of childbearing potential)?""]"
NCT06161922,Real World Patient-Reported Outcomes in Chinese Her2+ EBC Patients Receiving (Neo) Adjuvant Anti-Her2 Based Therapy,"

1. Patients aged ≥18 years;
2. Women;
3. Have signed the informed consent form as per local regulations;
4. Newly diagnosed with non-metastatic breast cancer (stage I-II-III, HER2+) at the time of starting anti-HER2 therapy;
5. Be able to comply with the follow-up visits, assessments, answering questionnaires.

","[""Are you aged 18 years or older?"", ""Are you a woman?"", ""Have you signed the informed consent form according to local regulations?"", ""Are you newly diagnosed with non-metastatic breast cancer (stages I-II-III, HER2+) when starting anti-HER2 therapy?"", ""Can you adhere to the scheduled follow-up visits, assessments, and questionnaire responses?""]"
NCT05824325,Different Targeted Antibody-drug Conjugates For HER2 Ultra-low or No Expression Advanced Breast Cancer（GALAXY）,"

ECOG Performance Status of 0 or 1

Pathologically documented breast cancer that:

1. is advanced or metastatic
2. is histologically confirmed to be HER2 IHC 0 (ISH- or untested)
3. was never previously HER2-positive (IHC 3+ or ISH+) At least one measurable lesion according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria version 1.1.

Disease progression on at least 1 previous line of chemotherapy for recurrent/metastatic breast cancer. Subjects with HER2-negative and hormone-receptor positive tumors must have progressed after at least 1 line of endocrine therapy with or without CDK4/6 inhibitor.

Has protocol-defined adequate organ and bone marrow function. Ability to understand and willingness to sign a written informed consent document.

","[""Is your ECOG Performance Status 0 or 1?"", ""Has your breast cancer been pathologically documented as advanced or metastatic?"", ""Is your breast cancer histologically confirmed to be HER2 IHC 0 (ISH- or untested)?"", ""Was your breast cancer never previously HER2-positive (IHC 3+ or ISH+)?"", ""Does your medical record include at least one measurable lesion according to RECIST criteria version 1.1?"", ""Has there been disease progression on at least 1 previous line of chemotherapy for your recurrent/metastatic breast cancer?"", ""For HER2-negative and hormone-receptor positive tumors, did you progress after at least 1 line of endocrine therapy with or without CDK4/6 inhibitor?"", ""Do you have protocol-defined adequate organ and bone marrow function?"", ""Can you understand and are you willing to sign a written informed consent document?""]"
NCT05771025,Effect of Hepatectomy on the Prognosis of Patients With Nasopharyngeal Carcinoma Liver Metastases,"

* Nasopharyngeal carcinoma liver metastases (NCLM) are diagnosed by pathological confirmation of liver biopsy or imaging findings combined with clinical history.
* ECOG score ≤ 2 points.
* 1. Patients with no recurrence of the primary tumor and oligometastasis in the liver. 2. Patients with multiple metastases (bone) without primary tumor recurrence and liver metastases have stable disease (SD) or partial remission (PR) or complete remission (CR) after systemic treatment except for liver lesions. 3. Patients with primary tumor recurrence and liver metastasis (may be combined with bone metastasis) have SD or PR or CR after systemic treatment except for liver lesions.
* Able to perform radical resection of liver lesions.
* Good liver function (Child-Pugh grade A liver function, estimated remaining liver volume ≥ 30%).
* Blood test, coagulation function, liver and kidney function, electrocardiogram, chest X-ray and other preoperative examinations show no clear contraindications for surgery.
* Expected survival ≥ 6 months.
* Those who voluntarily participate in this study and signe the informed consent form.

","[""Is nasopharyngeal carcinoma liver metastases diagnosed by pathological confirmation of liver biopsy or imaging findings combined with clinical history?"", ""What is the maximum allowed ECOG score for participation in this study?"", ""Can patients with recurrence of the primary tumor still be included if they have oligometastasis in the liver?"", ""Are there any conditions that would disqualify patients with multiple metastases (bone) without primary tumor recurrence and liver metastases if they have stable disease (SD) or partial remission (PR) or complete remission (CR) after systemic treatment except for liver lesions?"", ""What is the minimum required remaining liver volume for eligibility based on Child-Pugh grade A liver function?"", ""Are there any specific preoperative examinations that must be conducted without showing clear contraindications for surgery?"", ""What is the minimum expected survival time for participants in this study?"", ""Can patients voluntarily participate in this study and sign the informed consent form?""]"
NCT04921722,Percutaneous Administration of Sirolimus in the Treatment of Superficial Complicated Vascular Anomalies,"

* Participant clinically or pathologically diagnosed with KHE, TA or complicated superficial vascular anomolies involving lymphatic components.

  1. The case is initial, with a relatively limited superficial lesion.
  2. The participant has residual surface lesions after oral medication.
* Participant with no use of other medication or surgical treatment
* Participant with detailed medical records of the disease at the time of screening
* Participant with signed and dated informed consent from the guardian(s)

","[""Are you clinically or pathologically diagnosed with KHE, TA or complicated superficial vascular anomalies involving lymphatic components?"", ""Is your case considered initial with a relatively limited superficial lesion?"", ""Have you undergone any oral medication for your condition?"", ""Are there any other medications or surgical treatments you have used for this condition?"", ""Do you have detailed medical records of the disease at the time of screening?"", ""Have you signed and dated an informed consent form from your guardian(s)?""]"
NCT05176925,"Tislelizumab Combined With Sitravatinib as Consolidation Treatment Following Concurrent Chemoradiation in Patients With Locally Advanced, Unresectable NSCLC","

* ECOG performance status≤1.
* Life expectancy ≥ 3 months.
* Eligible patients for this study must have locally advanced, Stage III NSCLC that is considered unresectable. histologically- or cytologically-documented NSCLC who present with locally advanced, unresectable (Stage III) disease (according to Version 8 of the International Association for the Study of Lung Cancer Staging Manual in Thoracic Oncology). Patients must not have progressed following definitive, platinum-based, concurrent chemoradiation therapy.
* First dose of study treatment is no later than 42 days after cCRT.
* Adequate organ function as indicated by the following laboratory values (obtained ≤ 7 days before first dose)

  1. Absolute neutrophil count (ANC) ≥ 1.5 × 10\^9/L,
  2. Platelets ≥ 100 × 10\^9/L,
  3. Hemoglobin ≥ 90 g/L.
  4. International normalized ratio (INR) or prothrombin time (PT) ≤ 1.5 x upper limit of normal (ULN).
  5. Activated partial thromboplastin time (aPTT) ≤ 1.5 x ULN.
  6. Serum total bilirubin ≤ 1.5 x ULN.
  7. Aspartate and alanine aminotransferase (AST and ALT) ≤ 2.5 x ULN.
  8. Serum albumin ≥25 g/L（2.5 g/dL).
  9. Serum creatinine ≤ 1.5 x ULN or estimated glomerular. filtration rate (GFR) \>50 mL/min by Cockcroft-Gault equation.
* Able to provide written informed consent by the patient or by the patient's legally acceptable representative and can understand and agree to comply with the requirements of the study.
* Patients of childbearing potential must be willing to use a highly effective method of birth control for the duration of the study, and ≥ 120 days after the last dose of study drugs.

","[""What is the maximum allowed ANC level for participation in this study?"", ""Is the patient's life expectancy less than three months?"", ""Has the patient undergone definitive, platinum-based, concurrent chemoradiation therapy prior to the first dose of study treatment?"", ""What is the minimum required hemoglobin level for eligibility?"", ""Can the patient provide written informed consent for participation in this study?"", ""Must patients of childbearing potential use a highly effective method of birth control during the study and for how long after completing the study?""]"
NCT05257122,A Phase II Clinical Trial of Fruquintinib as Third Line Treatment in Advanced Pancreatic Cancer,"

1. 18-80 years old;
2. Locally advanced or recurrent/metastatic pancreatic adenocarcinoma confirmed by cytological or histopathological examination;
3. Have failed second-line chemotherapy (gemcitabine or 5-FU-based regiments) (the definition of treatment failure is: toxic and side effects are intolerable, disease progression during treatment, recurrence within six months after the end of adjuvant chemotherapy, or progression within three months after the end of palliative chemotherapy); prior chemotherapy are required to include gemcitabine or 5-FU or its derivatives;
4. With one or more measurable lesions, the longest diameter should be at least 10 mm measured by spiral CT scan, or at least 20 mm by conventional CT scan should be(RECIST standard, version 1.1);
5. ECOG score was 0-2;
6. Life expectancy ≥12 weeks;
7. The damage was recovered from other antitumor treatments, including the interval from nitroso or mitomycin to enrollment was ≥6 weeks, and the interval from other cytotoxic drugs, radiotherapy or surgery to enrollment was ≥4 weeks, and the wound was completely healed;
8. Acceptable hematologic, hepatic, and renal function within 7 days from screenin: absolute neutrophil count (ANC) ≥1.5x109 /L; Hemoglobin ≥ 9.0g/dL; Platelet count ≥80 x109 /L; Total bilirubin \< 1.5 times upper limit of normal (ULN); ALT and AST\< 2.5 x ULN (with liver metastasis \<5x ULN); Serum creatinine ≤1 x ULN, endogenous creatinine clearance rate \>50ml/min;
9. Women of reproductive age need to take effective contraceptive measures;
10. Participate in this study is voluntarily and sign informed consent. With good compliance to cooperate with the follow-up, participate should understand the purpose of this study and the necessary procedures.

","[""Are you between the ages of 18 and 80?"", ""Has your pancreatic adenocarcinoma been confirmed through cytological or histopathological examination?"", ""Have you previously failed second-line chemotherapy with gemcitabine or 5-FU-based regimens?"", ""Do you have one or more measurable lesions, with the longest diameter being at least 10 mm by spiral CT scan, or at least 20 mm by conventional CT scan?"", ""What is your ECOG performance status?"", ""Is your life expectancy greater than or equal to 12 weeks?"", ""Have you recovered from previous antitumor treatments?"", ""Are your hematological, hepatic, and renal functions within the specified ranges within 7 days before screening?"", ""Do women of reproductive age use effective contraception?"", ""Is your participation in this study voluntary and are you willing to sign an informed consent form?""]"
NCT04520035,Neoadjuvant Chemotherapy With Camrelizumab in Locally Advanced Esophageal Squamous Cell,"

1. The age ranged from 18 to 75 years 2. Middle or lower thoracic esophageal carcinoma 3. Gastroscopy showed squamous cell carcinoma 4. The clinical stage was c-txn1-3m0 5. ECOG score was 0-1 6. Can eat semifluid 7. Weight loss less than 20% in 6 months 8. Sign the consent form before treatment 9. One week before enrollment, the organ function level reached the following standards:

1. Bone marrow function: hemoglobin ≥ 100g / L, WBC ≥ 4.0 \* 10 \^ 9 / L, neutrophil count ≥ 1.8 \* 10 \^ 9 / L, platelet count ≥ 100 \* 10 \^ 9 / L;
2. Liver: serum total bilirubin level ≤ 1.5 times normal upper limit value, aspartate aminotransferase (AST) and alanine aminotransferase (ALT) ≤ 1.5 times normal upper limit value;
3. Kidney: serum creatinine level is lower than 1.5 times of normal upper limit value or creatinine clearance rate ≥ 60ml / min, urea nitrogen ≤ 200mg / L;
4. Blood glucose: within the normal range and / or patients with diabetes are under treatment, but the blood glucose is controlled in a stable state;
5. Lung function: baseline FEV1 should be at least 2L; if the baseline FEV1 \< 2L, it should be evaluated by surgical experts, and FEV1 \> 800ml after surgery should be predicted;
6. Cardiac function: no myocardial infarction within 1 year; no unstable angina pectoris; no symptomatic severe arrhythmia; no cardiac insufficiency.

","[""What is the range of age for participants in this study?"", ""What type of cancer is being studied?"", ""Was the cancer diagnosed through gastroscopy?"", ""What does 'c-txn1-3m0' represent in the context of the clinical stage?"", ""What is the maximum allowed ECOG score for participants?"", ""Can the participant consume semi-fluid food?"", ""How much weight loss is considered acceptable in the last 6 months?"", ""When did the participant sign the consent form?"", ""What is the requirement for bone marrow function?"", ""What is the liver function criterion for serum total bilirubin?"", ""For kidney function, what is the criterion for serum creatinine?"", ""What is the criterion for lung function regarding FEV1?"", ""For cardiac function, how long must there be no history of myocardial infarction?""]"
NCT05512286,Patient-Reported Outcome and Safety Between Preoperative and Postmastectomy Radiotherapy in DIEP Flap Reconstruction,"

* Patients with histological proven invasive breast cancer;
* Clinical T0-3, T4b and N0-3a disease who require neoadjuvant chemotherapy;
* No distant metastasis;
* Adjuvant radiotherapy and who are suitable for DIEP flap reconstruction at the time of mastectomy.

","[""Have you been diagnosed with histological proven invasive breast cancer?"", ""Is your clinical stage T0-3, T4b, or N0-3a and do you require neoadjuvant chemotherapy?"", ""Do you have any evidence of distant metastasis?"", ""Are you scheduled to receive adjuvant radiotherapy?"", ""Are you deemed suitable for DIEP flap reconstruction at the time of mastectomy?"", ""How old are you?"", ""Do you have acute leukemia?"", ""Have you been diagnosed with myelodysplastic syndrome?"", ""Have you been diagnosed with myeloproliferative neoplasm?""]"
NCT04612439,Accuracy of VABB Elite 10G Versus BARD 14G CNB,"

* Over 18 years old (including 18 years old)
* Ultrasound examination indicates the presence of space-occupying lesions in the breast. The size, location, and BI-RADS classification are not limited.
* Agree to undergo surgery after puncture
* Ability and willingness to sign informed consent

","[""Are you over 18 years old?"", ""Is there evidence of a space-occupying lesion in your breast as indicated by ultrasound examination?"", ""Is it acceptable for you to undergo surgery following a puncture procedure?"", ""Can you understand and agree to provide informed consent?"", ""What is your age?"", ""Do you have any contraindications for surgery after puncture?""]"
NCT04525586,lncRNA-based Nomogram to Assist Childhood Asthma Diagnosis,"

children with recurrent wheezing

","[""Do you have recurrent wheezing?""]"
NCT05316480,Nimotuzumab in EGFR Highly Expressed Pancreatic Neuroendocrine Neoplasms,"

1. Histologically or cytologically proven diagnosis of pancreatic neuroendocrine tumors (pNET) with well and moderately differentiated with evidence of unresectable disease or metastatic disease. Locally advanced disease must not be amendable to resection or radiation therapy with curative intent.
2. Overexpression of EGFR in tumor tissue sample from tumor biopsy or prior primary tumor resection. Therefore availability of paraffin-embedding tumor tissue sample is needed.
3. Documented progression of the disease by CT scan, MRI, or Octreoscan within 12 months prior to baseline.
4. Measurable disease as per RECIST. Measurable lesions that have been previously radiated will not be considered target lesions unless increase in size has been observed following completion of radiation therapy.
5. Male or female, 18 years of age or older.
6. ECOG performance status less than 2.
7. Life expectancy greater than 12 weeks.
8. The definitions of minimum adequacy for organ function required prior to study entry are as follows.

   Serum aspartate transaminase (AST) and serum alanine transaminase (ALT) \< 2.5 x upper limit of normal (ULN), or AST and ALT \< 5 x ULN if liver function abnormalities are due to underlying malignancy Total serum bilirubin \< 1.5 x ULN Serum albumin \> 3.0 g/dL Absolute neutrophil count (ANC) \> 1500/L Hemoglobin \> 9.0 g/dL Creatinin clearance \< 40 mL/min
9. Signed and dated informed consent document indicating that the patient (or legally acceptable representative) has been informed of all the pertinent aspects of the trial prior to enrollment.
10. Willingness and ability to comply with scheduled visits, treatment plans, laboratory tests, and other study procedures.

","[""Have you been histologically or cytologically diagnosed with pancreatic neuroendocrine tumors (pNET) with well or moderately differentiated with evidence of unresectable disease or metastatic disease?"", ""Is there evidence of overexpression of EGFR in your tumor tissue sample from a tumor biopsy or prior primary tumor resection?"", ""Has your disease progressed on CT scan, MRI, or Octreoscan within the last 12 months prior to baseline?"", ""Do you have measurable disease according to the RECIST criteria?"", ""Are you male or female, aged 18 years or older?"", ""What is your ECOG performance status? Is it less than 2?"", ""Do you have a life expectancy greater than 12 weeks?"", ""Are your serum aspartate transaminase (AST) and serum alanine transaminase (ALT) levels less than 2.5 times the upper limit of normal (ULN)?"", ""Is your total serum bilirubin level less than 1.5 times the ULN?"", ""Does your serum albumin level exceed 3.0 g/dL?"", ""Is your absolute neutrophil count (ANC) greater than 1500/L?"", ""Is your hemoglobin level above 9.0 g/dL?"", ""Is your creatinine clearance below 40 mL/min?"", ""Have you signed and dated an informed consent document?"", ""Are you willing and able to adhere to the study's visit schedule, treatment plan, laboratory tests, and other procedures?""]"
NCT05503394,A Peer Support Network System Construction for the Primary Caregivers of Children With Biliary Atresia,"

* Child was diagnosed with biliary atresia congenital type 3 and required kasai portoenterostomy ;
* Providing primary care for the child;
* Use a smartphone and have access to the internet;
* Normal communication ability;
* Volunteering to participate in the study.

","[""Has your child been diagnosed with biliary atresia congenital type 3 and required Kasai portoenterostomy?"", ""Are you currently providing primary care for your child?"", ""Do you have access to a smartphone and the internet?"", ""Does your child have normal communication ability?"", ""Are you volunteering to participate in this study?""]"
NCT05350891,Transnasal Endoscopic Surgery Combined With Adjuvant Immunotherapy for Recurrent NPC,"

* Pathology or radiography confirmed recurrent nasopharyngeal carcinoma.
* AJCC rT1-T4 which can be surgically removed.
* Age ≥18 years old.
* Informed consent signed.
* With or without lymph node metastasis, which can be surgically removed.
* No distant metastasis.
* ≥6 months from the end of initial radiotherapy to recurrence.
* Sufficient organ function a)Hematology: white blood cells ≥3.0 x 109/L, absolute neutrophil count ≥1.5x 109/L, hemoglobin ≥80 g/L, platelets ≥100 x 109/L. b) Liver function: bilirubin ≤ 1.5 times the upper limit of normal (ULN), AST and ALT ≤ 3 times the ULN c) International normalized ratio (INR) or prothrombin time (PT) or activated partial thromboplastin time (aPTT) ≤ 1.5 times ULN. d) Renal function: serum creatinine ≤ 1.5 times ULN.
* ECOG score 0-2. general physical condition can tolerate general anesthesia surgery, chemotherapy, and immunotherapy.

","[""Has your nasopharyngeal carcinoma been confirmed by pathology or radiography?"", ""Is your nasopharyngeal carcinoma categorized as AJCC rT1-T4 and amenable to surgery?"", ""Are you aged 18 years or older?"", ""Have you provided informed consent for participation in this study?"", ""Does your nasopharyngeal carcinoma have lymph node metastasis that is surgically removable?"", ""Do you have no evidence of distant metastasis?"", ""Is it at least 6 months since the completion of initial radiotherapy until the recurrence of your nasopharyngeal carcinoma?"", ""Do you meet the hematological criteria for white blood cells \u22653.0 x 109/L, absolute neutrophil count \u22651.5x 109/L, hemoglobin \u226580 g/L, and platelets \u2265100 x 109/L?"", ""Are your liver function parameters within the normal range, including bilirubin \u2264 1.5 times the ULN, AST and ALT \u2264 3 times the ULN?"", ""Is your international normalized ratio (INR) or prothrombin time (PT) or activated partial thromboplastin time (aPTT) \u2264 1.5 times ULN?"", ""Are your renal function parameters within the acceptable limits, specifically serum creatinine \u2264 1.5 times ULN?"", ""Do you have an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2?"", ""Can your general physical condition tolerate general anesthesia surgery, chemotherapy, and immunotherapy?""]"
NCT06090994,Prevention of Postoperative Recurrence and Metastasis of Colorectal Cancer by Comparing Huaier With Standard Treatment,"

* Age ≥ 18 years old, regardless of gender.
* It is diagnosed as colorectal cancer by histopathology, TNM stage ⅡC or Ⅲ.
* Previously underwent radical resection of colorectal cancer with a postoperative evaluation of R0.
* Prior to surgery, the patient did not receive other anti-tumor treatment and was judged by a doctor to be unsuitable for radiotherapy and chemotherapy (meeting any of the following criteria: ① those who are allergic to chemotherapy drugs and excipients; ② the patient has severe heart, liver, kidney and other dysfunction or serious cardiovascular disease; ③ the patient is extremely thin, dehydrated, in poor nutritional status, or in a cachexia state; ④ the patient's bone marrow hematopoietic function is inhibited, and white blood cells are less than 2×10\^9/L or platelets \< 50×10\^9/L or severe anemia; ⑤ Concomitant severe infection; ⑥ Other contraindications to radiotherapy and chemotherapy determined by doctors or patients refusing to assist with radiotherapy and chemotherapy，patients in the control group plan to receive standard treatment after surgery.
* ECOG score 0-2 points.
* Agree to receive Huaier Granule treatment after enrollment (only in the experimental group).
* Conscious, capable of language expression or reading, able to communicate normally, and cooperate in completing questionnaire evaluations.
* Volunteer to join this study and sign an informed consent form.

","[""Are you over 18 years old?"", ""Have you been diagnosed with colorectal cancer through histopathology and is it stage \u2161C or \u2162?"", ""Did you undergo radical resection of colorectal cancer with a postoperative evaluation of R0?"", ""Were you not given any other anti-tumor treatment before surgery and deemed unsuitable for radiotherapy and chemotherapy?"", ""Is your ECOG score between 0-2 points?"", ""Do you agree to receive Huaier Granule treatment after being enrolled in this study?"", ""Are you conscious and capable of normal language expression or reading?"", ""Can you communicate normally and cooperate in completing questionnaire evaluations?"", ""Are you willing to participate in this study and sign an informed consent form?""]"
NCT05489848,Chemotherapy vs Chemoradiotherapy for Post-operative Endometrial Cancer Patients With P53-mutation,"

* 1)Age ≥18 years,

  2) Patients with stage I-IVA (FIGO2009) (excluded endometrial epithelial carcinoma confined to the endometrial layer), which have received initial diagnosis and comprehensive staging surgery (based on total uterine and double salpingectomy. Lymph nodes are evaluated by at least a sentinel lymph node biopsy), regardless of the pathological type, at the same time, the molecular typing of preoperative endometrial biopsy or total hysterectomy should be type p53mut.

  3)The duration of postoperative adjuvant therapy after initiation shall not exceed 8 weeks after enrollment,

  4)There is no obvious abnormality in the function of important organs, and the relevant test values meet the following requirements:

A. White blood cell count ≥3×109/L or absolute value of neutrophile granulocyte ≥ 1.5×109/L,

B. Platelet count ≥ 100× 109/L,

C. AST and/or ALT\<2.5 times the upper limit of normal value,

D. Serum creatinine \< 2 times the upper limit of normal value,

E. Physical fitness score: Karnofsky(KPS) score ≥60, The Eastern Cooperative Oncology Group(ECOG) score is ≤2 points.

","[""Are you aged 18 years or older?"", ""Have you been diagnosed with stage I-IVA (FIGO2009) endometrial cancer, excluding endometrial epithelial carcinoma confined to the endometrial layer?"", ""Did you receive comprehensive staging surgery including total uterine and double salpingectomy, and lymph nodes were evaluated by at least a sentinel lymph node biopsy?"", ""Was your postoperative adjuvant therapy initiated within 8 weeks prior to enrollment?"", ""Is there any obvious abnormality in the function of your important organs?"", ""Does your white blood cell count meet the criteria of \u22653\u00d7109/L or absolute value of neutrophile granulocyte \u2265 1.5\u00d7109/L?"", ""Is your platelet count \u2265 100\u00d7 109/L?"", ""Are your liver enzymes (AST and/or ALT) within 2.5 times the upper limit of normal value?"", ""Is your serum creatinine level below 2 times the upper limit of normal value?"", ""Does your physical fitness score meet the requirement of Karnofsky (KPS) score \u226560 or the Eastern Cooperative Oncology Group (ECOG) score being \u22642 points?""]"
NCT04535648,Detection of Enterovirus Genotypes by CRISPR Technology,"

* Patients with clinically suspected or confirmed enterovirus infection

","[""Are you suspected or confirmed to have an enterovirus infection?"", ""Do you have any symptoms consistent with an enterovirus infection?"", ""Have you had any recent travel history to areas known for high incidence of enterovirus outbreaks?"", ""Do you have any history of immunodeficiency or weakened immune system?"", ""What is the nature of your current medical condition that may relate to enterovirus infection?""]"
