nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05212857,Enhanced Systemic Combined With Local Treatment for Primary and Metastatic Lesions in Oligo-metastatic Prostate Cancer,"

1. Histologically or cytologically confirmed de novo prostate adenocarcinoma (can be accompanied by neuroendocrine differentiation, but accounts for less than 10% of the total tumor components);
2. Aged between 18 and 80;
3. M1a/b disease with presence of 1-5 visible metastases (detected by bone scan (ECT), chest, abdominal and pelvic CT or MRI). Biopsy of the suspected metastases is recommended to the patients. If the patients refused to the biopsy, additional PSMA-PET/CT or regional MRI should be performed to confirm the metastatic lesions.
4. The metastatic lesions should meet the following the criteria:

   1. Metastases are limited to bone or lymph nodes;
   2. Visceral metastases are not allowed;
   3. Radiographic observed pelvic lymph node metastasis with a diameter of \>2cm should also be considered as one metastatic lesion.
   4. If the lymph nodes are the only detected metastatic lesions, at least one metastatic lymph node should be outside the pelvis.
5. ECOG performance status of 0 or 1;
6. PSA less than 100ng/ml at diagnosis;
7. No more than one month's systemic treatment before enrollment (including castration (surgical or medical castration), castration combined with traditional anti-androgen therapy (flutamide or bicalutamide));
8. No previous pelvic radiotherapy history;
9. The primary lesion of prostate cancer has not received any form of local treatment (surgery, radiotherapy, cryotherapy, radiofrequency ablation, etc.); TURP is allowed, if the aim of the surgery is to relieve lower urinary tract symptom but not to treat the tumor.
10. The metastatic lesions of prostate cancer have not received any form of local treatment (surgery, radiotherapy, cryotherapy, radiofrequency ablation, etc.);
11. Written informed consent;
12. Willing and expected to comply with treatment and follow up schedule.
13. Life expectancy \> 10 years.

","[
  {
    ""question"": ""Are you histologically or cytologically confirmed to have de novo prostate adenocarcinoma, with less than 10% neuroendocrine differentiation?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""Has your disease been classified as M1a/b with 1-5 visible metastases?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you undergone a biopsy for the suspected metastases?"",
    ""type"": 2
  },
  {
    ""question"": ""If you have not undergone a biopsy, have you undergone PSMA-PET/CT or additional regional MRI to confirm the metastatic lesions?"",
    ""type"": 2
  },
  {
    ""question"": ""Are your metastatic lesions limited to bone or lymph nodes?"",
    ""type"": 2
  },
  {
    ""question"": ""Are there any visceral metastases?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have a radiographic observed pelvic lymph node metastasis with a diameter of >2cm?"",
    ""type"": 2
  },
  {
    ""question"": ""If lymph nodes are the only detected metastatic lesions, is at least one metastatic lymph node outside the pelvis?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your ECOG performance status (0 or 1)?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your PSA level at the time of diagnosis?"",
    ""type"": 1
  },
  {
    ""question"": ""How long has it been since you received any systemic treatment (up to one month allowed)?"",
    ""type"": 1
  },
  {
    ""question"": ""Have you received any previous pelvic radiotherapy?"",
    ""type"": 2
  },
  {
    ""question"": ""Has your primary prostate cancer lesion received any form of local treatment?"",
    ""type"": 2
  },
  {
    ""question"": ""Has your metastatic prostate cancer lesion received any form of local treatment?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you provided written informed consent?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you willing and expected to comply with the treatment and follow-up schedule?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your expected life expectancy?"",
    ""type"": 1
  }
]"
NCT05948020,Efficacy and Safety of Orally Administered Engineered Probiotics (CBT102-A) for the Treatment of Children With Phenylketonuria,"

* Blood phe ≥ 600μmol/L at newborn screening;
* Blood phe ≥ 600μmol/L at least 3 times in the last 1 year before screening, and the blood Phe ≥ 600μmol/L in the last 1 time;
* Screening laboratory evaluations (e.g., chemistry panel, complete blood count, urinalysis, creatinine clearance, CRP) within normal limits or judged to be not clinically significant by the investigator;
* Stable diet for at least 60 days prior to screening;
* Able to produce at least 2 bowel movements per week on average without using any form of laxatives;
* Adolescents and children's guardians can voluntarily complete the whole process of informed consent, including stool, urine and blood collection, adherence to diet control, hospital monitoring, follow-up and oral trial drug compliance, and sign informed consent.

","[
    {
        ""question"": ""Did the patient have a blood phe level of at least 600μmol/L at newborn screening?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the patient had a blood phe level of at least 600μmol/L at least 3 times in the last 1 year before screening, with the last time being at least 600μmol/L?"",
        ""type"": 2
    },
    {
        ""question"": ""Are the patient's screening laboratory evaluations (e.g., chemistry panel, complete blood count, urinalysis, creatinine clearance, CRP) within normal limits or judged to be not clinically significant by the investigator?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the patient had a stable diet for at least 60 days prior to screening?"",
        ""type"": 2
    },
    {
        ""question"": ""Does the patient average at least 2 bowel movements per week without using any form of laxatives?"",
        ""type"": 2
    },
    {
        ""question"": ""Can the guardians of adolescents and childrenvoluntarily complete the whole process of informed consent, including stool, urine and blood collection, adherence to diet control, hospital monitoring, follow-up, and oral trial drug compliance?"",
        ""type"": 2
    }
]"
NCT04525326,Conversion Therapy of RAS/BRAF Wild-Type Right-sided Colon Cancer Patients With Initially Unresectable Liver Metastases,"

1. The primary tumor was confirmed by histology as colorectal adenocarcinoma
2. primary right-sided colorectal adenocarcinoma
3. Radiologic evidence suggests that the initial unresectable liver metastases
4. RAS/BRAF gene wild-type states
5. ECOG was 0 \~ 1
6. Life expectancy ≥ 3 months
7. Good hematological function: neutrophil ≥ 1.5x109/l and platelet count ≥ 100x109 / L; HB ≥ 9g / dl (within one week before randomization)
8. Normal liver and kidney function: serum bilirubin ≤ 1.5x normal upper limit (ULN), alkaline phosphatase ≤ 5x ULN, serum transaminase (AST or ALT) ≤ 5x ULN (within one week before randomization);
9. Sign the written informed consent to participate in the experiment

","[
    {
        ""question"": ""Has the primary tumor been histologically confirmed as colorectal adenocarcinoma?"",
        ""type"": 2
    },
    {
        ""question"": ""Is the primary tumor a right-sided colorectal adenocarcinoma?"",
        ""type"": 2
    },
    {
        ""question"": ""Does radiological evidence indicate initial unresectable liver metastases?"",
        ""type"": 2
    },
    {
        ""question"": ""Is the RAS/BRAF gene wild-type in your case?"",
        ""type"": 2
    },
    {
        ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) score?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your life expectancy?"",
        ""type"": 1
    },
    {
        ""question"": ""Does your hematological function meet the criteria? (Neutrophils ≥ 1.5x10^9/L and platelet count ≥ 100x10^9/L; Hemoglobin (HB) ≥ 9g/dL)"",
        ""type"": 2
    },
    {
        ""question"": ""Do you have normal liver and kidney function? (Serum bilirubin ≤ 1.5x normal upper limit (ULN), alkaline phosphatase ≤ 5x ULN, serum transaminase (AST or ALT) ≤ 5x ULN)"",
        ""type"": 2
    },
    {
        ""question"": ""Have you signed a written informed consent to participate in the experiment?"",
        ""type"": 2
    }
]"
NCT05354674,Multimodal Deep Learning Signature for Evaluation of Response to Bevacizumab in Patient With Colorectal Cancer Liver Metastasis,"

Age 18-75 years; Histologically proven colorectal adenocarcinoma; Simultaneous liver-limited metastases; Initially unresectable liver metastases determined by a local MDT; Life expectancy of \> 3 months; RAS mutation and BRAF V600E wild-type; ECOG 0-1; Available PET/CT imaging before treatment; Available colonoscopy biopsy specimens before treatment

","[""Are you between the ages of 18 and 75?"", ""Has your colorectal adenocarcinoma been histologically proven?"", ""Do you have simultaneous liver-limited metastases?"", ""Initially, were your liver metastases considered unresectable by a local MDT?"", ""Do you have a life expectancy of more than 3 months?"", ""Is your RAS mutation and BRAF V600E wild-type?"", ""What is your ECOG score?"", ""Do you have available PET/CT imaging before treatment?"", ""Do you have available colonoscopy biopsy specimens before treatment?""]"
NCT04665648,Clinical Efficacy and sAfety of Intravenous Infusion of Nicorandil During Primary Percutaneous Coronary Intervention,"

* 18-80 years;
* acute ST-segment elevation myocardial infarction within 12 hours of symptom onset;

","[""Are you between the ages of 18 and 80?"", ""How many hours have passed since the onset of your symptoms?"", ""Have you been diagnosed with acute ST-segment elevation myocardial infarction?"", ""What time did your symptoms first begin?"", ""Has more than 12 hours passed since the beginning of your symptoms?"", ""Can you describe the nature of your symptoms?"", ""Have you received any medical treatment for your condition yet?""]"
NCT03948048,Study on the Efficacy and Timing of ECMO Therapy in Children With Refractory Septic Shock,"

• Children with septic shock and refractory septic shock admitted to the PICU of all the study centers

","[
    {
        ""question"": ""Has the child been admitted to the PICU due to septic shock or refractory septic shock?"",
        ""type"": 1
    },
    {
        ""question"": ""Is the child's age appropriate for the study?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the child met the criteria for septic shock diagnosis?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the child's septic shock proven to be refractory despite appropriate treatment?"",
        ""type"": 2
    },
    {
        ""question"": ""Are there any other medical conditions that would disqualify the child from the study?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the child undergone any prior treatments for septic shock?"",
        ""type"": 2
    },
    {
        ""question"": ""Is the child's guardian/parental consent obtained for participation in the study?"",
        ""type"": 2
    },
    {
        ""question"": ""What is the child's age?"",
        ""type"": 1
    },
    {
        ""question"": ""What is the child's weight?"",
        ""type"": 1
    },
    {
        ""question"": ""What is the child's medical history, if any, that might be relevant to the study?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the child been diagnosed with any other critical conditions in addition to septic shock?"",
        ""type"": 2
    },
    {
        ""question"": ""Is the child currently on any medications that could potentially interfere with the study's outcomes?"",
        ""type"": 2
    }
]"
NCT04867330,Toripalimab Based Induction Chemotherapy Followed by De-escalation Protocols in HPV-related OPSCC,"

* Histological diagnosis of squamous cell carcinoma of oropharynx with IHC p16
* positive or PCR HPV16 positive
* T1-2/N1-3M0（except T1N1M0 and single LN\<3cm）or T3-4N0-3M0 according to UICC/AJCC 8th staging system
* Age ≥18
* No prior anti-tumor treatment
* Karnofsky Performance Score (KPS)≥70
* Adequate blood supply
* Informed consent obtained

","```json
[
  {
    ""question"": ""Has the patient been histologically diagnosed with squamous cell carcinoma of the oropharynx and shown positive for IHC p16 or PCR HPV16?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the tumor stage according to the UICC/AJCC 8th staging system? (T1-2/N1-3M0 or T3-4N0-3M0, except T1N1M0 and single LN <3cm)"",
    ""type"": 1
  },
  {
    ""question"": ""What is the patient's age?"",
    ""type"": 1
  },
  {
    ""question"": ""Has the patient received any prior anti-tumor treatment?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the patient's Karnofsky Performance Score (KPS)?"",
    ""type"": 1
  },
  {
    ""question"": ""Is the patient's blood supply adequate?"",
    ""type"": 2
  },
  {
    ""question"": ""Has informed consent been obtained from the patient?"",
    ""type"": 2
  }
]
```"
NCT04534296,How Early Mobilization Impacts on Diaphragm Thickness in Critically Ill Children,"

* subjects \> 6 months and \< 12 years of age；
* subjects been intubated and mechanically ventilated for \< 24 hours at the time of screening;
* the Glasgow Coma Scale (GCS) on admission of Pediatric Intensive Care Unit (PICU) is greater than 3

","```json
[
  {
    ""question"": ""How old are you?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Have you been intubated and mechanically ventilated for less than 24 hours at the time of screening?"",
    ""type"": 2,
    ""option"": []
  },
  {
    ""question"": ""What is your Glasgow Coma Scale (GCS) score on admission to the Pediatric Intensive Care Unit (PICU)?"",
    ""type"": 1,
    ""option"": []
  }
]
```"
NCT06158919,A Study of PD-1 Inhibitors Combined With Fruquintinib and Chemotherapy in First-line Treatment of HER2-negative Advanced G/GEJ Cancer,"

1. Have fully understood the study and voluntarily signed the informed consent;

2.18-80 years old (including 18 and 80 years old), male or female;

3. Patients with unresectable advanced or metastatic gastric/esophagogastric junction adenocarcinoma confirmed by pathology or histology;

4.ECOG physical status 0-1

5. Expected survival ≥3 months;

6. Have not received any anti-tumor therapy (including chemotherapy, targeted therapy, immunotherapy, etc.) for unresectable advanced or metastatic gastric cancer; If you have received adjuvant therapy after radical gastrectomy of gastric cancer, it is required that the time between the discovery of metastatic disease and the end of the last adjuvant chemotherapy is greater than 6 months);

7. Must have at least one measurable lesion (meet the RECIST v1.1 standard);

8. The functions of vital organs meet the following requirements (the use of any blood components and cell growth factors is not allowed within the first 14 days of enrollment) :

* Absolute neutrophil count ≥1.5×109/L, white blood cell ≥3.0×109/L;

  * Platelet ≥90×109/L;

    * Hemoglobin ≥8g/dL;

      * Total bilirubin TBIL≤1.5 times ULN;

        ⑤ALT and AST≤2.5 times ULN;

        ⑥ Urea/urea nitrogen (BUN) and creatinine (Cr) ≤1.5×ULN (and creatinine clearance (CCr) ≥ 50mL/min);

        ⑦Left ventricular ejection fraction (LVEF) ≥50%;

        ⑧Fridericia Corrected QT Interval (QTcF) \<470 milliseconds;

        ⑨INR≤1.5 x ULN, APTT≤1.5 x ULN;

        ⑩Thyroid function, thyroid stimulating hormone (TSH) ≤ upper limit of normal (ULN), if abnormal FT3 and FT4 levels should be examined, FT3 and FT4 levels can be included if normal;

        9. Premenopausal and postmenopausal women \&lt; Women of 1 year must have a negative serum or urine pregnancy test before treatment.

","[""Have you fully understood the study and voluntarily signed the informed consent?"", ""Are you between the ages of 18 and 80 years old, including 18 and 80 years old?"", ""Is your gender male or female?"", ""Have you been diagnosed with unresectable advanced or metastatic gastric/esophagogastric junction adenocarcinoma by pathology or histology?"", ""What is your ECOG physical status (0-1)?"", ""How long is your expected survival (\u22653 months)?"", ""Have you received any anti-tumor therapy (including chemotherapy, targeted therapy, immunotherapy, etc.) for unresectable advanced or metastatic gastric cancer?"", ""If you have received adjuvant therapy after radical gastrectomy of gastric cancer, is the time between the discovery of metastatic disease and the end of the last adjuvant chemotherapy greater than 6 months?"", ""Do you have at least one measurable lesion (meet the RECIST v1.1 standard)?"", ""What are the functions of your vital organs (Absolute neutrophil count \u22651.5\u00d710^9/L, White blood cell \u22653.0\u00d710^9/L; Platelet \u226590\u00d710^9/L; Hemoglobin \u22658g/dL; Total bilirubin TBIL\u22641.5 times ULN; ALT and AST\u22642.5 times ULN; Urea/urea nitrogen (BUN) and creatinine (Cr) \u22641.5\u00d7ULN (and creatinine clearance (CCr) \u2265 50mL/min); Left ventricular ejection fraction (LVEF) \u226550%; Fridericia Corrected QT Interval (QTcF) <470 milliseconds; INR\u22641.5 x ULN, APTT\u22641.5 x ULN; Thyroid function, thyroid stimulating hormone (TSH) \u2264 upper limit of normal (ULN), if abnormal FT3 and FT4 levels should be examined, FT3 and FT4 levels can be included if normal)?"", ""Are you premenopausal and postmenopausal women \\< Women of 1 year?"", ""Do you have a negative serum or urine pregnancy test before treatment?""]"
NCT06095141,Cisplatin to Patients With Pancreatic Cancer and Homologous Recombination Deficiency,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed advanced pancreas adenocarcinoma.
* Tumor progression after at least one line of chemotherapy.
* Genetic or molecular test confirmed the presence of homologous recombination deficiency.
* Presence of at least of one measurable lesion in agreement to RECIST criteria.
* The expected survival ≥ 3 months.
* Adequate organ performance based on laboratory blood tests.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","[
  {
    ""question"": ""Are you able to understand and willing to sign a written informed consent document?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"",
    ""type"": 1
  },
  {
    ""question"": ""Has your pancreas adenocarcinoma been histologically or cytologically confirmed as advanced?"",
    ""type"": 2
  },
  {
    ""question"": ""How many lines of chemotherapy have you received?"",
    ""type"": 1
  },
  {
    ""question"": ""Has tumor progression occurred after at least one line of chemotherapy?"",
    ""type"": 2
  },
  {
    ""question"": ""Has a genetic or molecular test confirmed the presence of homologous recombination deficiency?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have at least one measurable lesion in agreement with RECIST criteria?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the expected survival time?"",
    ""type"": 1
  },
  {
    ""question"": ""Based on laboratory blood tests, is your organ performance adequate?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you a woman of childbearing potential or a man?"",
    ""type"": 2
  },
  {
    ""question"": ""Will you agree to use adequate contraception prior to study entry and for the duration of study participation?"",
    ""type"": 2
  }
]"
NCT04511741,Epidemiological Survey of Children With Prolonged Mechanical Ventilation.," patients who need prolonged mechanical ventilation aged from one month to 18 years old.

-

","[
    {
        ""question"": ""How old are you?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Are you currently in need of prolonged mechanical ventilation?"",
        ""type"": 2,
        ""option"": [
            {
                ""label"": ""Yes"",
                ""value"": ""Yes""
            },
            {
                ""label"": ""No"",
                ""value"": ""No""
            }
        ]
    },
    {
        ""question"": ""What is your age range?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Do you require mechanical ventilation due to a medical condition?"",
        ""type"": 2,
        ""option"": [
            {
                ""label"": ""Yes"",
                ""value"": ""Yes""
            },
            {
                ""label"": ""No"",
                ""value"": ""No""
            }
        ]
    },
    {
        ""question"": ""How many years old are you?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Is mechanical ventilation a necessity for your current health condition?"",
        ""type"": 2,
        ""option"": [
            {
                ""label"": ""Yes"",
                ""value"": ""Yes""
            },
            {
                ""label"": ""No"",
                ""value"": ""No""
            }
        ]
    },
    {
        ""question"": ""What is your age bracket?"",
        ""type"": 1,
        ""option"": []
    },
    {
        ""question"": ""Do you fall within the age range of one month to 18 years old?"",
        ""type"": 2,
        ""option"": [
            {
                ""label"": ""Yes"",
                ""value"": ""Yes""
            },
            {
                ""label"": ""No"",
                ""value"": ""No""
            }
        ]
    }
]"
NCT05451719,Fruquintinib Plus Capecitabine Versus Capecitabine as Maintenance Therapy for Metastatic Colorectal Cancer After First-line Chemotherapy,"

1. ≥18 years old at the time of signing the informed consent;
2. Patients who have been histologically or cytologically confirmed adenocarcinoma of the colon or rectum (stage IV);
3. Patients who have achieved disease control (including CR/PR and SD) after 6 cycles of first-line standard chemotherapy and are still unresectable;
4. At least one measurable metastatic lesion(s) as defined by RECIST version 1.1;
5. ECOG performance status of 0-2;
6. Life expectancy≥3 months;
7. Adequate organ and bone marrow functions: Neutrophils \>1.5×109/L, platelets \>100×109/L, and hemoglobin \>9 g/dL; Total bilirubin \<1.5×upper limit of normal (ULN); aspartate aminotransferase (AST)/serum glutamic-oxaloacetic transaminase (SGOT) and/or alanine aminotransferase (ALT)/serum glutamic-pyruvic transaminase (SGPT) \<3×ULN (\<5×ULN in case of liver metastases); Creatinine clearance (calculated according to Cockcroft and Gault) ≥60 mL/min; Serum creatinine \< 1.5×ULN;
8. Women of childbearing age must have a negative pregnancy test within the first day of the study, and contraceptive methods should be taken during the study until 6 months after the last administration;
9. Willingness and ability to comply with scheduled visits, treatment plans, laboratory tests, and other study procedure.

","[
    {
        ""question"": ""Are you at least 18 years of age?"",
        ""type"": 2
    },
    {
        ""question"": ""Have you been histologically or cytologically confirmed to have adenocarcinoma of the colon or rectum (stage IV)?"",
        ""type"": 2
    },
    {
        ""question"": ""Have you achieved disease control (including CR/PR and SD) after 6 cycles of first-line standard chemotherapy and are still unresectable?"",
        ""type"": 2
    },
    {
        ""question"": ""Do you have at least one measurable metastatic lesion as defined by RECIST version 1.1?"",
        ""type"": 2
    },
    {
        ""question"": ""What is your ECOG performance status?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your life expectancy?"",
        ""type"": 1
    },
    {
        ""question"": ""Do you have adequate organ and bone marrow functions?"",
        ""type"": 2
    },
    {
        ""question"": ""Have women of childbearing age had a negative pregnancy test within the first day of the study, and are they willing to use contraceptive methods during the study until 6 months after the last administration?"",
        ""type"": 2
    },
    {
        ""question"": ""Are you willing and able to comply with scheduled visits, treatment plans, laboratory tests, and other study procedures?"",
        ""type"": 2
    }
]"
NCT05989425,Surufatinib as Neoadjuvant Treatment for Locally Advanced or Metastatic Differentiated Thyroid Cancer,"

* Locally advanced or metastatic thyroid cancer confirmed by histology or cytology, including papillary thyroid carcinoma, follicular thyroid carcinoma, poorly differentiated thyroid cancer, particularly differentiated thyroid cancer. Locally advanced stage refers to: 1) Primary tumor with invasion or adhesion of organs and structures, such as recurrent laryngeal nerve, esophagus, trachea, larynx, encirclement of neck large vessels, mediastinal vessels, extensive invasion of skin, subcutaneous soft tissue or neck muscles; 2). AJCC T4 Stage; 3). Difficult to achieve R0/R1 resection during preoperative assessment;
* Age 14-75 years;
* At least one measurable lesion (RECIST 1.1);
* Eastern Cooperative Oncology Group (ECOG) score 0-1;
* Expected survival time ≥ 12 weeks;
* The main organ functions meet the following criteria: Absolute neutrophil value (ANC) ≥ 1.5 × 109 / L; Platelet (PLT) ≥80 × 109 / L; Hemoglobin (HB) ≥9g / dL; White blood cell count\> 1.5 × 109 / L; Total bilirubin (TBIL) ≤ 1.5 times the upper limit of normal value (ULN); Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) ≤ 2.5 ULN, if with liver metastases, ALT and AST ≤ 5 ULN; Serum creatinine (Cr) ≤ 1.5 ULN or creatinine clearance (CCr) ≥ 50ml / min;
* Subjects of potential fertility are required to use at least one medically approved contraceptive method (such as an intrauterine device, contraceptive pill, or condom) during the study treatment and for 180 days after the end of the study treatment; The serum HCG test must be negative before the first medication.

","```json
[
    {
        ""question"": ""Are you currently diagnosed with locally advanced or metastatic thyroid cancer, confirmed by histology or cytology?"",
        ""type"": 2
    },
    {
        ""question"": ""What is your age?"",
        ""type"": 1
    },
    {
        ""question"": ""Do you have at least one measurable lesion according to RECIST 1.1?"",
        ""type"": 2
    },
    {
        ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) score?"",
        ""type"": 1
    },
    {
        ""question"": ""How many weeks is your expected survival time?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your white blood cell count (WBC)?"",
        ""type"": 1
    },
    {
        ""question"": ""What is the level of your total bilirubin (TBIL)?"",
        ""type"": 1
    },
    {
        ""question"": ""What is the level of your alanine aminotransferase (ALT)?"",
        ""type"": 1
    },
    {
        ""question"": ""What is the level of your aspartate aminotransferase (AST)?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your serum creatinine (Cr) level?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your creatinine clearance (CCr) level?"",
        ""type"": 1
    },
    {
        ""question"": ""Are you of potential fertility?"",
        ""type"": 2
    },
    {
        ""question"": ""What method(s) of contraception will you be using during the study treatment and for 180 days after the end of the study treatment?"",
        ""type"": 1
    },
    {
        ""question"": ""Has your serum human chorionic gonadotropin (HCG) test result been confirmed as negative?"",
        ""type"": 2
    }
]
```"
NCT05257018,R-CDOP Combined With Intrathecal Methotrexate for DLBCL Patients With High-risk of CNS Relapse,"

1. Age range from 18 to 75 years;
2. ECOG performance status: 0-2;
3. Histopathologically confirmed untreated diffuse large B-cell lymphoma (cell origin can be distinguished according to Hans algorithm) , And fulfilled the following criteria for high-risk CNS recurrence:

   1. CNS-IPI 4-6;
   2. The lymphoma involved testis, breast (excluding unilateral breast and less than 5 cm mass), adrenal gland, kidney, paranasal sinus, paravertebral, and bone marrow and other sites;
   3. PCLBCL-leg;
4. Subjects have at least one measurable lesion: the long axis of the lymph node shall be\>1.5 cm, the long axis of the extranodal lesions shall be\>1.0 cm;
5. Bone marrow hematopoiesis was essentially normal: WBC≥3.5 ×10\^9/L, ANC≥1.5×10\^9/L, PLT≥80×10\^9/L, Hb≥90 g/L. Abnormal peripheral blood indices, as a result of lymphoma invading the bone marrow or spleen, permitted enrollment at the discretion of the investigator;
6. Liver function: total bilirubin, ALT, AST \< 1.5×UNL (upper limit of normal);
7. Renal function: Cr \< 1.5×UNL and creatinine clearance≥30 ml/min;
8. Echocardiography or nuclide cardiac function testing with LVEF≥50%;
9. Patients in the reproductive period agreed to appropriate contraception. Women in the reproductive period had a negative serum pregnancy test within 2 weeks before enrollment;
10. Consent to provide pathological tissue specimens (wax blocks within half a year or 20 slides for paraffin tissue sections);
11. Life expectancy≥3 months;
12. Signed informed consent;

","[""Are you between the ages of 18 and 75?"", ""What is your ECOG performance status?"", ""Have you been histopathologically confirmed to have untreated diffuse large B-cell lymphoma?"", ""Does your lymphoma involve the testis, breast (excluding unilateral breast and less than 5 cm mass), adrenal gland, kidney, paranasal sinus, paravertebral, and bone marrow according to the Hans algorithm?"", ""Do you have at least one measurable lesion with the long axis of the lymph node being >1.5 cm and the long axis of the extranodal lesions being >1.0 cm?"", ""Is your bone marrow hematopoiesis essentially normal with WBC \u22653.5 \u00d710^9/L, ANC \u22651.5\u00d710^9/L, PLT \u226580\u00d710^9/L, Hb \u226590 g/L?"", ""Is your liver function within the limits of total bilirubin, ALT, AST < 1.5\u00d7UNL?"", ""Is your renal function within the limits of Cr < 1.5\u00d7UNL and creatinine clearance \u226530 ml/min?"", ""Does your echocardiography or nuclide cardiac function testing show LVEF \u226550%?"", ""Are you in the reproductive period and agree to appropriate contraception?"", ""Have you provided a negative serum pregnancy test within 2 weeks before enrollment if you are a woman in the reproductive period?"", ""Are you willing to provide pathological tissue specimens (wax blocks within half a year or 20 slides for paraffin tissue sections)?"", ""Do you have a life expectancy of \u22653 months?"", ""Have you signed the informed consent?""]"
NCT05571618,The Rechallenge of ADCs in MBC Patients,"

* age \> 18 years old.
* Diagnosed with Metastatic Breast Cancer.
* Patients with prior exposure to ADC (either in the adjuvant setting or metastatic disease are allowed).
* Patients plan to or have received ADCs for the second or more time.
* Complete medical history was available.

","[""Are you over 18 years of age?"", ""Have you been diagnosed with Metastatic Breast Cancer?"", ""Have you had prior exposure to Antibody-Drug Conjugates (ADC), either in the adjuvant setting or for metastatic disease?"", ""Do you plan to receive or have you already received ADCs for the second or more times?"", ""Is a complete medical history available for you?""]"
NCT06077318,Comparison of the Sugarbaker and Keyhole Repair for Parastomal Hernia,"

* Only PSH patients who received intraperitoneal onlay Sugarbaker and Keyhole mesh were included.

","```json
[
  {
    ""question"": ""Were you diagnosed with peritoneal surface malignancy?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you undergone an intraperitoneal onlay mesh procedure known as Sugarbaker and Keyhole mesh?"",
    ""type"": 2
  },
  {
    ""question"": ""What type of mesh was used in your procedure?"",
    ""type"": 1
  },
  {
    ""question"": ""Were you a participant in a medical study involving the described mesh procedure?"",
    ""type"": 2
  },
  {
    ""question"": ""Were any other medical interventions part of your treatment protocol?"",
    ""type"": 2
  },
  {
    ""question"": ""Can you specify the date of your mesh implantation?"",
    ""type"": 1
  },
  {
    ""question"": ""Were you monitored for any complications following the mesh implantation?"",
    ""type"": 2
  },
  {
    ""question"": ""Were the outcomes of your procedure evaluated in comparison to other standard treatment methods?"",
    ""type"": 2
  },
  {
    ""question"": ""How many PSH patients were included in the study or group you are a part of?"",
    ""type"": 1
  }
]
```"
