nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05131763,NKG2D-based CAR T-cells Immunotherapy for Patient With r/r NKG2DL+ Solid Tumors,"

1. Men or women≥18 years old,
2. Patient with NKG2DL+ cell tumors confirmed by pathology and histology,
3. Fail or unwilling to receive first-line treatment,
4. Disease must be measurable according to the corresponding guidelines,
5. Main organs function normally and meet following requirements:

   Routine blood index#No Blood transfusion within 14 days# 1)HB≥90g/ L; 2)ANC≥1.5×109/L; 3)PLT≥75×109/L# Serum biochemicals index 1) BIL \<1.5 upper normal limit (ULN); 2) ALT and AST\<2.5×ULN; In the case of liver metastasis, ALT and AST\<5×ULN; 3) Serum Cr≤1×ULN, endogenous creatinine clearance≥50ml/min (Cockcroft-Gault formula); 4) ECOG physical condition score: 0-2
6. Expected survival time ≥3 months,
7. Patient with adequate bone marrow reserve, hepatic and renal functions,
8. No other uncontrolled diseases such as lung, kidney and liver infection before enrollment,
9. Women of child-bearing age must undergo a negative pregnancy test (serum or urine) within 7 days prior to enrollment and voluntarily use appropriate methods of contraception during the observation period and within 8 weeks after the last dose; men should agree to contraception during the observation period and within 8 weeks of the last dose,
10. Patients voluntarily participated in this trial and sign the informed consent form,
11. Patients with compliance and expected to follow up the efficacy and adverse reactions as required by the protocol,

","[""Are you a man or a woman aged 18 or above?"", ""Have you been confirmed to have NKG2DL+ cell tumors by pathology and histology?"", ""Have you failed or are you unwilling to receive first-line treatment?"", ""Does your disease meet the measurable criteria according to the corresponding guidelines?"", ""Do your routine blood indexes meet the following requirements?"", ""Hemoglobin (HB) is equal to or greater than 90g/L"", ""Absolute neutrophil count (ANC) is equal to or greater than 1.5\u00d710^9/L"", ""Platelet count (PLT) is equal to or greater than 75\u00d710^9/L"", ""Do your serum biochemicals indexes meet the following requirements?"", ""Bilirubin (BIL) is less than 1.5 times the upper normal limit (ULN)"", ""Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) are less than 2.5 times the ULN"", ""In the case of liver metastasis, ALT and AST are less than 5 times the ULN"", ""Serum creatinine (Cr) is less than or equal to 1 times the ULN, and endogenous creatinine clearance is greater than or equal to 50ml/min (Cockcroft-Gault formula)"", ""ECOG physical condition score is 0-2"", ""Expected survival time is greater than or equal to 3 months"", ""Do you have adequate bone marrow reserve, hepatic and renal functions?"", ""Do you have any uncontrolled diseases such as lung, kidney, and liver infection before enrollment?"", ""For women of child-bearing age, did you undergo a negative pregnancy test (serum or urine) within 7 days prior to enrollment?"", ""For men, do you agree to contraception during the observation period and within 8 weeks of the last dose?"", ""Have you voluntarily agreed to participate in this trial and signed the informed consent form?"", ""Are you expected to follow up the efficacy and adverse reactions as required by the protocol?""]"
NCT05753163,"Hepatic Arterial Infusion Chemotherapy Combined With Sintilimab and Regorafenib as Adjuvant Therapy for Colorectal Liver Metastasis Patients With a High Risk of Recurrent: a Single-arm, Phase II Study","

1. Aged over 18 years， men or women who are not pregnant；
2. ECOG PS 0/1 evaluated 14 days before enrollment, and expected survival \>12 months after liver resection;
3. Liver function: Child-Pugh score Class A or ≤7 Class B；
4. Patients with histologically- or clinically-confirmed CRLM（TxNxM1）and CRS\>2；
5. Patients had completely resected Primary lesions and liver metastases as well as no evidence of extrahepatic disease；
6. No complications such as bleeding, jaundice, infection, abdominal pleural effusion, obstruction and perforation were observed within 7 days (including 7 days) before the screening. The subjects recovered well after surgery, the surgical incision healed well, the stitches were removed, and the drainage tube was removed;
7. Preoperative chemoradiotherapy was limited to neoadjuvant or conversion therapy；
8. Patients must have the ability to understand and voluntarily sign the informed consent, and must sign an informed consent before starting any specific procedure for the study；
9. Patients were considered capable of complying with the study protocol；
10. No medical comorbidities that could interfere with chemotherapy and immunotherapy or targeted therapy, see exclusion criteria；
11. Pre-treatment tumour tissue sample (if available). If tumour tissue is available, submit one formalin-fixed, paraffin-embedded (FFPE) tumour sample from a paraffin block (preferred), or approximately 10-15 slides containing unstained, freshly cut, serial sections, along with a relevant pathology report within 4 weeks of enrollment. If the FFPE samples described above are not available, any type of sample (including fine needle aspiration biopsy samples, cell mass samples \[e.g., samples from pleural effusion\] and lavage samples) may also be accepted. An associated pathology report should be provided with the sample. If tumour tissue is not available (e.g., exhausted due to past diagnostic tests), subjects are still eligible for study participation;
12. Adequate haematological and organ function， based on the following laboratory results obtained during the 14 days prior to enrollment (unless otherwise stated) ： Absolute neutrophil count (ANC)≥1.5×10 9 /L (1500/μL)， without supported granulocyte colony-stimulating factor Lymphocyte count ≥0.5×10 9 /L (500/μL) Platelets ≥ 75 × 10 9 /L（75, 000/μL） Haemoglobin≥ 85 g/L, blood transfusions may be permitted to meet this criterion Aspartate aminotransferase (AST), alanine aminotransferase (ALT) and alkaline phosphatase (ALP) ≤ 5 × upper limit of normal (ULN); Serum bilirubin≤ 3 × ULN Serum creatinine ≤ 1.5 × ULN or calculated creatinine clearance ≥50 mL/min (using Cockcroft-Gault formula) Serum albumin≥28 g/L（2.8 g/dL） INR or aPTT≤2 × ULN, or PT prolonged ≤ 3 s if patients did not receive anticoagulant therapy.

    Albuminuria \< 2+ tested by urinary cellulose (carried out within 14 days prior to initiation of treatment); Patients with baseline albuminuria ≥2+ should have their urine collected for 24 hours and must then confirm that albuminuria content within 24 hours is \< 1g.
13. Any acute, clinically significant treatment-related toxicity (due to prior treatment) must have resolved to ≤ grade 1 prior to enrollment, except for hair loss;
14. HIV antibody test results were negative at screening;
15. Patients with active hepatitis B virus (HBV) infection: HBVDNA \< 2000IU/mL acquired within 28 days prior to enrollment, receiving anti-HBV therapy (in accordance with local standard care, such as Entecavir) for at least 7 days prior to enrollment and willing to continue treatment during the study period; Patients with active hepatitis C virus (HCV) infection: HCVRNA \< 2000IU/mL acquired within 28 days prior to enrollment, receiving anti-HCV therapy for at least 7 days prior to enrollment and willing to continue treatment during the study;
16. Women of childbearing age must undergo a negative pregnancy test (βHCG) before treatment, and women of childbearing age and men (who have sex with women of childbearing age) must agree to use effective contraception uninterrupted during treatment and for six months after the last therapeutic dose was administered.

","[""How old are you?"", ""Are you pregnant?"", ""What is your ECOG PS score?"", ""What is your expected survival time after liver resection?"", ""What is your Child-Pugh score?"", ""Have you been histologically or clinically confirmed to have CRLM (TxNxM1) and CRS > 2?"", ""Have you completely resected your primary lesions and liver metastases, and do you have no evidence of extrahepatic disease?"", ""Have you had any complications such as bleeding, jaundice, infection, abdominal pleural effusion, obstruction, or perforation within 7 days (including 7 days) before screening?"", ""Have you undergone preoperative chemoradiotherapy?"", ""Do you have the ability to understand and voluntarily sign the informed consent?"", ""Are you considered capable of complying with the study protocol?"", ""Do you have any medical comorbidities that could interfere with chemotherapy and immunotherapy or targeted therapy?"", ""Do you have a pre-treatment tumour tissue sample available?"", ""What are your haematological and organ function values based on the laboratory results obtained during the 14 days prior to enrollment?"", ""Have you tested negative for HIV antibodies at screening?"", ""What are your HBV and HCV infection statuses at the time of screening?"", ""What is your contraception agreement for women of childbearing age and men who have sex with them during treatment and for six months after the last therapeutic dose was administered?""]"
NCT05381363,Inhaled Interferon α2b Treatment in Mild-to-moderate COVID-19 Infected Children,"

* Patients diagnosed as mild to moderate COVID-19 infection with positive PCR test and symptoms (Ct \< 35)
* Parents and patients comprehend and welling to participate in this study.
* Agree to the collection of nasal swabs per day as protocol.

","根据您提供的入组标准，以下是针对患者的英文问题的JSON输出：

```json
[
  {
    ""question"": ""Have you been diagnosed with mild to moderate COVID-19 infection with a positive PCR test and symptoms, with a Ct value of less than 35?""},
    {
      ""question"": ""Can you understand and willingly participate in this study?""},
    {
      ""question"": ""Are you agreeable to providing nasal swabs daily as per the study protocol?""
    }
]
```

这些问题涵盖了入组标准中的所有要点，并且包括了判断题和填空题两种类型。"
NCT04216758,Nab-P and Gem Compared With Gem and Tegafur in Adjuvant Chemotherapy After Radical Resection of Pancreatic Cancer,"

* Signed informed content obtained prior to treatment
* Age ≥18 years and ≤ 80 years
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2
* Pathologically confirmed after R0 resection of pancreatic adenocarcinoma.
* The expected survival after surgery ≥ 6 months
* No serious blood system, heart, lung function abnormalities and immune defects (refer to the respective standards)
* White blood cell (WBC) ≥ 3 × 109/L; Absolute neutrophil count (ANC) ≥ 1.5 × 109/L; Platelets (PLT) ≥ 100 × 109/L; Hemoglobin (Hgb)≥ 9 g/dL
* Aspartate aminotransferase (AST) (serum glutamic oxaloacetic transaminase \[SGOT\]/alanine aminotransferase (ALT) (serum glutamic pyruvate transaminase \[SGPT\]) ≤ 2.5 × institutional upper limit of normal (ULN); Total bilirubin (TBIL) ≤ ULN; Creatinine (CRE) ≤ 1.5 × ULN
* Prothrombin time (PT) and international normalized ratio (INR) ≤ 1.5 ×ULN
* Baseline (postoperative) abdominal pelvic CT (plain scan + enhancement) and chest CT scan without tumor lesions;
* No serious adverse events (fatal or life-threatening, persistent or significant loss of function or disability, requiring hospitalization or prolonged hospital stay) within 4-12 weeks after surgery;
* Comply with research visit plans and other program requirements.

","[""Have you signed an informed consent form prior to treatment?"", ""What is your age, ranging from 18 to 80 years old?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status? (Options: 0-2)"", ""Have you undergone a pathologically confirmed R0 resection of pancreatic adenocarcinoma?"", ""How many months is your expected survival after surgery?"", ""Do you have serious blood system, heart, or lung function abnormalities and immune defects?"", ""What is your White Blood Cell (WBC) count?"", ""What is your Absolute Neutrophil Count (ANC)?"", ""What is your Platelet (PLT) count?"", ""What is your Hemoglobin (Hgb) count?"", ""What is your Aspartate Aminotransferase (AST) level?"", ""What is your Alanine Aminotransferase (ALT) level?"", ""What is your Total Bilirubin (TBIL) level?"", ""What is your Creatinine (CRE) level?"", ""What is your Prothrombin Time (PT) and International Normalized Ratio (INR) level?"", ""Have you undergone a baseline (postoperative) abdominal pelvic CT scan and chest CT scan without tumor lesions?"", ""Have you experienced any serious adverse events within 4-12 weeks after surgery?"", ""Are you able to comply with the research visit plans and other program requirements?""]"
NCT05775796,Evaluate the Efficacy and Safety of Serplulimab Plus Chemotherapy in Neoadjuvant and Adjuvant Treatment of Resectable NSCLC (ECTOP-1013),"

* stage IB-IIIA, operable non-small cell lung cancer, confirmed in tissue.
* Able and willing to give written informed consent and has signed the informed consent form (ICF), prior to performance of any trial activities.
* Eligible male and female subjects aged 18-75 years.
* Lung function capacity capable of tolerating the proposed lung surgery.
* Eastern Cooperative Oncology Group (ECOG) Performance Status of 0-1.
* Available tissue of primary lung tumor.

","[""Have you been diagnosed with stage IB-IIIA, operable non-small cell lung cancer, confirmed in tissue?"", ""Are you able and willing to give written informed consent and has signed the informed consent form (ICF)?"", ""What is your age?"", ""What is your gender?"", ""Do you have a lung function capacity capable of tolerating the proposed lung surgery?"", ""What is your Eastern Cooperative Oncology Group (ECOG) Performance Status?"", ""Is tissue of the primary lung tumor available for testing?""]"
NCT04912258,Preoperative Irinotecan Drug-eluting Beads for Patients With Unresectable Colorectal Liver Metastasis,"

* Age ≥ 18 years;
* Histologically proven colorectal liver metastasis；
* With liver-dominant disease；
* Primarily evaluated as potentially resectable and conversed successfully
* Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥75×109/l, and international normalized ratio (INR) ≤1.3 (within 1 week prior to randomization)
* Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, alanine aminotransferase, aspartate aminotransferase ≤ 5x upper limit of normal, and albumin≥2.5 g/dl, serum creatinine≤2.0 mg/dl (within 1 week prior to randomization);
* Written informed consent for participation in the trial.

","[""Are you at least 18 years of age?"", ""Has your colorectal liver metastasis been histologically proven?"", ""Is your disease currently liver-dominant?"", ""Were you primarily evaluated as potentially resectable and have successfully converted?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your platelet count?"", ""What is your international normalized ratio (INR)?"", ""What is your total bilirubin level?"", ""What is your alanine aminotransferase (ALT) level?"", ""What is your aspartate aminotransferase (AST) level?"", ""What is your albumin level?"", ""What is your serum creatinine level?"", ""Do you have written informed consent for participation in this trial?""]"
NCT06018896,Vitamin C to Quality of Life in Patients With Terminal Stage Pancreatic Cancer,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed metastatic pancreas adenocarcinoma.
* Tumor progression after two lines of chemotherapy.
* Adequate organ performance based on laboratory blood tests.
* Presence of at least of one measurable lesion in agreement to Response Evaluation Criteria in Solid Tumours (RECIST) criteria.
* The expected survival ≥ 1 months.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","[""Can you understand and willingly sign a written informed consent document?"", ""What is your age, in years? Please specify if you are 18 years old or older and less than or equal to 80 years old."", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status? Please specify if it is 0-2."", ""Have you been histologically or cytologically confirmed to have metastatic pancreas adenocarcinoma?"", ""Has your tumor progressed after two lines of chemotherapy?"", ""Based on laboratory blood tests, do you have adequate organ performance?"", ""Please specify the number of measurable lesions you have in agreement with the Response Evaluation Criteria in Solid Tumours (RECIST) criteria."", ""What is the expected survival time, in months? Please specify if it is at least 1 month."", ""If you are a woman of childbearing potential or a man, do you agree to use adequate contraception prior to study entry and for the duration of study participation?""]"
NCT04809025,Comparation of Endoscopic Biopsy and Postoperative Specimen for the Molecular Diagnosis of Gastric Cancer,"

1. Lower age limit of research subjects 18 years old and upper age limit of 75 years old.
2. Histologically proven primary gastric adenocarcinoma (Diagnostic biopsies must be collected within 12 months prior to enrollment).
3. Written informed consent from the patient.
4. Patients planned for radical R0 gastrectomy.

","[""Are you between the ages of 18 and 75 years old?"", ""Have you been histologically diagnosed with primary gastric adenocarcinoma?"", ""How many months ago were your diagnostic biopsies collected for gastric adenocarcinoma?"", ""Have you provided written informed consent for this research?"", ""Is your treatment plan a radical R0 gastrectomy?""]"
NCT05670925,"A Trial Exploring the Opportune Administration of Nab-paclitaxel in the First Line Treatment, Camrelizumab Combined With Nab-paclitaxel and Famitinib, of TNBC.","

* ECOG Performance Status of 0-1
* Expected lifetime of not less than three months
* Metastatic or locally advanced, histologically documented TNBC (absence of HER2, ER, and PR expression)
* Cancer stage: recurrent or metastatic breast cancer; Local recurrence be confirmed by the researchers could not be radical resection.
* Adequate hematologic and end-organ function, laboratory test results.
* Measurable disease according to Response Evaluation Criteria in Solid Tumors v1.1 (RECIST v1.1) • Patients had received no previous chemotherapy or targeted therapy for metastatic triple-negative breast cancer

","[""What is your ECOG Performance Status?"", ""How long do you expect to live?"", ""Is your TNBC histologically documented?"", ""What is the stage of your breast cancer?"", ""Have you received any previous chemotherapy or targeted therapy for metastatic triple-negative breast cancer?"", ""Do you have adequate hematologic and end-organ function?"", ""Do you have measurable disease according to RECIST v1.1?""]"
NCT04217096,Efficacy and Safety of Paclitaxel Liposome and S-1 as First-line Therapy in \ Advanced Pancreatic Cancer Patients,"

1. Age ≥18 years and ≤75 years;
2. the patients were confirmed as locally advanced or metastatic pancreatic cancer by histopathology;
3. At least one measurable objective lesion was identified based on the RECIST1.1 criteria;
4. Eastern Cooperative Oncology Group (ECOG) performance status 0-1;
5. The expected survival after surgery ≥3 months;
6. Adequate liver/kidney/bone marrow function： Absolute neutrophil count (ANC) ≥1.5×10\^9/L; Hemoglobin (Hgb) ≥9g/dL; Platelets (PLT) ≥100×10\^9/L; Total bilirubin (TBIL) ≤1.5×ULN; Aspartate aminotransferase (AST) (serum glutamic oxaloacetic transaminase \[SGOT\]/ alanine aminotransferase (ALT) (serum glutamic pyruvate transaminase \[SGPT\]) ≤2.5×institutional upper limit of normal (ULN), or ≤5×ULN(hepatic metastases); Serum creatinine level is normal or creatinine clearance rate≥60 mL/min/1.73 m\^2.
7. Subjects of child-bearing age must agree to take effective contraceptive measures during the study period; Serum or urine pregnancy tests must be negative for women of childbearing age 7 days before the start of chemotherapy、during the monthly treatment interval and after the last treatment;
8. Signed informed content obtained prior to treatment.

","[""Are you \u226518 years and \u226475 years of age?"", ""Have you been histopathologically confirmed with locally advanced or metastatic pancreatic cancer?"", ""Do you have at least one measurable objective lesion based on the RECIST1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Expected survival after surgery is \u22653 months, is that correct?"", ""What is your Absolute Neutrophil Count (ANC)?"", ""What is your Hemoglobin (Hgb) level?"", ""What is your Platelets (PLT) count?"", ""What is your Total Bilirubin (TBIL) level?"", ""What is your Aspartate Aminotransferase (AST) level?"", ""What is your Alanine Aminotransferase (ALT) level?"", ""For hepatic metastases, is your AST level \u22642.5\u00d7ULN or \u22645\u00d7ULN?"", ""What is your Serum Creatinine level?"", ""What is your Creatinine Clearance Rate?"", ""Are you of child-bearing age?"", ""Will you agree to take effective contraceptive measures during the study period?"", ""For women of childbearing age, are your serum or urine pregnancy tests negative 7 days before the start of chemotherapy, during the monthly treatment interval, and after the last treatment?"", ""Have you signed the informed consent?""]"
NCT05913635,Effects of Time-Restricted Fasting on the Postprandial Glycemic Responses,"

1. Both men and women are eligible.
2. Age: 18-40 years old.
3. Healthy adults: no history of diabetes mellitus, no use of hypoglycemic drugs, no insulin injection.
4. All participants have a good sleep circle, with no somnipathy.

","[""Are you male or female?"", ""What is your age?"", ""Do you have a history of diabetes mellitus?"", ""Do you use hypoglycemic drugs?"", ""Do you inject insulin?"", ""How would you describe your sleep pattern? Are you experiencing any sleep disorders?""]"
NCT05939063,LRAMPS Versus LDP in Selected Early-stage Left-sided Pancreatic Cancer,"

* Clinically diagnosed as resectable left-sided pancreatic cancer before surgery.
* Imaging tumor diameter ≤ 4 cm.
* Located ≥ 1cm from the celiac trunk.
* Tumor didn't invade the fascial layer behind the pancreas.
* Be able to comply with research protocol.
* Voluntary participation and signed informed consent.

","[""Have you been clinically diagnosed with left-sided pancreatic cancer before surgery?"", ""What is the largest diameter of the tumor shown by imaging?"", ""Is the tumor located at least 1 cm away from the celiac trunk?"", ""Does the tumor invade the fascial layer behind the pancreas?"", ""Can you comply with the research protocol?"", ""Have you provided voluntary participation and signed the informed consent?""]"
NCT04979663,GEMOX Combined With Donafenib and Tislelizumab in Biliary Tract Cancer,"

1. Age ≥18 years and ≤80 years;
2. ECOG physical condition score: 0\~1;
3. Histologically or cytologically confirmed malignant tumor of epithelial origin in the biliary system;
4. Preoperative imaging assessment of the disease stage was III/IV;
5. The main organs function well, and the examination indicators meet the following requirements:

Routine blood tests: Hemoglobin ≥90 g/L (no blood transfusion within 14 days); Neutrophil count ≥1.5×10\^9/L; Platelet count ≥80×10\^9/L; Biochemical examination: Total bilirubin ≤2×ULN (upper normal value); ALT or AST ≤ 2.5×ULN; Endogenous creatinine clearance ≥ 50 mL /min (Cockcroft-Gault formula); 6. Sign the informed consent voluntarily; 9. Good compliance, and family members willing to cooperate with follow-up.

","[""Are you aged between 18 and 80 years old?"", ""What is your ECOG physical condition score?"", ""Do you have a histologically or cytologically confirmed malignant tumor of epithelial origin in the biliary system?"", ""What is the stage of your disease, according to preoperative imaging assessment?"", ""What is your hemoglobin level (no blood transfusion within 14 days)?"", ""What is your neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level (\u22642\u00d7ULN)?"", ""What is your ALT or AST level (\u22642.5\u00d7ULN)?"", ""What is your endogenous creatinine clearance (\u226550 mL/min, Cockcroft-Gault formula)?"", ""Have you signed the informed consent voluntarily?"", ""How good is your compliance, and are your family members willing to cooperate with follow-up?""]"
NCT05628922,Modulation Therapy for Locally Advanced NPC Based on Plasma EBV DNA Level Post-ICT,"

1. Subjects must sign the informed consent form, and must be willing and able to comply with the visits, treatment regimen, laboratory tests and other requirements specified in the study protocol;
2. Age at diagnosis: 18-70 years old;
3. Firstly diagnosed, pathologically confirmed primary nasopharyngeal carcinoma with ""non-keratinizing carcinoma (WHO criteria)"";
4. Locally advanced nasopharyngeal carcinoma (T3-4N0-1M0, TanyN2-3M0), staged according to the American Joint Committee on Cancer (AJCC) 8th edition clinical staging system;
5. Pretreatment EBV DNA \>0;
6. ECOG score: 0-1 points;
7. Does not receive any treatment after the diagnosis of nasopharyngeal carcinoma;
8. Normal bone marrow function: white blood cell \>4\*109/L, neutrophil count \>1.5\*109/L, hemoglobin concentration \> 90g/L, platelet count \>100\*109/L;
9. Normal liver and kidney function: total bilirubin ≤1.5 times the upper limit of normal; aspartate aminotransferase and/or alanine aminotransferase ≤ 2.5 times the upper limit of normal; creatinine clearance ≥ 60mL/min;
10. For those with hepatitis B infection, the HBV DNA load must be \< 2500 copies/ml at the time of screening; For those with anti-hepatitis C virus antibody, HCV RNA must be negative at the time of screening;
11. Female subjects of childbearing potential and male subjects with partners of childbearing potential must agree to use reliable contraception (e.g. condoms, regular contraceptives as directed) from screening through 1 year after treatment.

","[""Have you signed the informed consent form?"", ""What is your age at the time of diagnosis?"", ""Is your nasopharyngeal carcinoma pathologically confirmed to be primary and 'non-keratinizing carcinoma' (WHO criteria)?"", ""According to the AJCC 8th edition clinical staging system, is your nasopharyngeal carcinoma locally advanced (T3-4N0-1M0, TanyN2-3M0)?"", ""Is your pretreatment EBV DNA level greater than 0?"", ""What is your ECOG score?"", ""Have you received any treatment for nasopharyngeal carcinoma after diagnosis?"", ""What is your white blood cell count?"", ""What is your neutrophil count?"", ""What is your hemoglobin concentration?"", ""What is your platelet count?"", ""Is your total bilirubin level less than or equal to 1.5 times the upper limit of normal?"", ""Are your aspartate aminotransferase and/or alanine aminotransferase levels less than or equal to 2.5 times the upper limit of normal?"", ""Is your creatinine clearance level greater than or equal to 60mL/min?"", ""What is the HBV DNA load if you have hepatitis B infection at the time of screening?"", ""Is HCV RNA negative if you have anti-hepatitis C virus antibody at the time of screening?"", ""Are you a female subject of childbearing potential or a male subject with a partner of childbearing potential?"", ""What reliable contraception method do you agree to use from screening through 1 year after treatment?""]"
NCT06161922,Real World Patient-Reported Outcomes in Chinese Her2+ EBC Patients Receiving (Neo) Adjuvant Anti-Her2 Based Therapy,"

1. Patients aged ≥18 years;
2. Women;
3. Have signed the informed consent form as per local regulations;
4. Newly diagnosed with non-metastatic breast cancer (stage I-II-III, HER2+) at the time of starting anti-HER2 therapy;
5. Be able to comply with the follow-up visits, assessments, answering questionnaires.

","[""Are you aged \u226518 years?"", ""Are you a woman?"", ""Have you signed the informed consent form as per local regulations?"", ""Have you been newly diagnosed with non-metastatic breast cancer (stage I-II-III, HER2+) at the time of starting anti-HER2 therapy?"", ""Are you able to comply with the follow-up visits, assessments, answering questionnaires?""]"
NCT05824325,Different Targeted Antibody-drug Conjugates For HER2 Ultra-low or No Expression Advanced Breast Cancer（GALAXY）,"

ECOG Performance Status of 0 or 1

Pathologically documented breast cancer that:

1. is advanced or metastatic
2. is histologically confirmed to be HER2 IHC 0 (ISH- or untested)
3. was never previously HER2-positive (IHC 3+ or ISH+) At least one measurable lesion according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria version 1.1.

Disease progression on at least 1 previous line of chemotherapy for recurrent/metastatic breast cancer. Subjects with HER2-negative and hormone-receptor positive tumors must have progressed after at least 1 line of endocrine therapy with or without CDK4/6 inhibitor.

Has protocol-defined adequate organ and bone marrow function. Ability to understand and willingness to sign a written informed consent document.

","[""What is your ECOG Performance Status?"", ""Has your breast cancer been histologically confirmed to be HER2 IHC 0 (ISH- or untested)?"", ""Have you ever been HER2-positive (IHC 3+ or ISH+)?"", ""Do you have at least one measurable lesion according to RECIST criteria version 1.1?"", ""Has your disease progressed on at least 1 previous line of chemotherapy for recurrent/metastatic breast cancer?"", ""If you have HER2-negative and hormone-receptor positive tumors, have you progressed after at least 1 line of endocrine therapy with or without CDK4/6 inhibitor?"", ""Do you have adequate organ and bone marrow function as defined by the protocol?"", ""Are you able to understand and willing to sign a written informed consent document?""]"
NCT05771025,Effect of Hepatectomy on the Prognosis of Patients With Nasopharyngeal Carcinoma Liver Metastases,"

* Nasopharyngeal carcinoma liver metastases (NCLM) are diagnosed by pathological confirmation of liver biopsy or imaging findings combined with clinical history.
* ECOG score ≤ 2 points.
* 1. Patients with no recurrence of the primary tumor and oligometastasis in the liver. 2. Patients with multiple metastases (bone) without primary tumor recurrence and liver metastases have stable disease (SD) or partial remission (PR) or complete remission (CR) after systemic treatment except for liver lesions. 3. Patients with primary tumor recurrence and liver metastasis (may be combined with bone metastasis) have SD or PR or CR after systemic treatment except for liver lesions.
* Able to perform radical resection of liver lesions.
* Good liver function (Child-Pugh grade A liver function, estimated remaining liver volume ≥ 30%).
* Blood test, coagulation function, liver and kidney function, electrocardiogram, chest X-ray and other preoperative examinations show no clear contraindications for surgery.
* Expected survival ≥ 6 months.
* Those who voluntarily participate in this study and signe the informed consent form.

","[""Have you been diagnosed with nasopharyngeal carcinoma and liver metastases?"", ""What is your ECOG score?"", ""Please describe the status of your liver lesions."", ""What is the condition of your primary tumor?"", ""Do you have multiple metastases in bones without recurrence of the primary tumor?"", ""Is it possible for you to undergo radical resection of liver lesions?"", ""What is your Child-Pugh grade for liver function?"", ""Do you have any clear contraindications for surgery based on preoperative examinations?"", ""What is your expected survival time according to the doctor?"", ""Have you voluntarily decided to participate in this study and signed the informed consent form?""]"
NCT04921722,Percutaneous Administration of Sirolimus in the Treatment of Superficial Complicated Vascular Anomalies,"

* Participant clinically or pathologically diagnosed with KHE, TA or complicated superficial vascular anomolies involving lymphatic components.

  1. The case is initial, with a relatively limited superficial lesion.
  2. The participant has residual surface lesions after oral medication.
* Participant with no use of other medication or surgical treatment
* Participant with detailed medical records of the disease at the time of screening
* Participant with signed and dated informed consent from the guardian(s)

","[""Have you been clinically or pathologically diagnosed with KHE, TA, or complicated superficial vascular anomalies involving lymphatic components?"", ""Is your case initial with a relatively limited superficial lesion?"", ""Do you have residual surface lesions after oral medication?"", ""Have you used any other medication or received surgical treatment?"", ""Do you have detailed medical records of the disease at the time of screening?"", ""Have you provided signed and dated informed consent from your guardian(s)?""]"
