nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05824325,Different Targeted Antibody-drug Conjugates For HER2 Ultra-low or No Expression Advanced Breast Cancer（GALAXY）,"

ECOG Performance Status of 0 or 1

Pathologically documented breast cancer that:

1. is advanced or metastatic
2. is histologically confirmed to be HER2 IHC 0 (ISH- or untested)
3. was never previously HER2-positive (IHC 3+ or ISH+) At least one measurable lesion according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria version 1.1.

Disease progression on at least 1 previous line of chemotherapy for recurrent/metastatic breast cancer. Subjects with HER2-negative and hormone-receptor positive tumors must have progressed after at least 1 line of endocrine therapy with or without CDK4/6 inhibitor.

Has protocol-defined adequate organ and bone marrow function. Ability to understand and willingness to sign a written informed consent document.

","[""What is your ECOG Performance Status?"", ""Have you been pathologically diagnosed with breast cancer?"", ""Is your breast cancer advanced or metastatic?"", ""What is your HER2 IHC status?"", ""Have you previously received HER2-targeted therapy?"", ""Do you have at least one measurable lesion according to RECIST criteria version 1.1?"", ""How many lines of chemotherapy have you received for recurrent/metastatic breast cancer?"", ""Have you progressed after at least one line of endocrine therapy with or without CDK4/6 inhibitor?"", ""Do you have protocol-defined adequate organ and bone marrow function?"", ""Are you willing to sign a written informed consent document?""]"
NCT05771025,Effect of Hepatectomy on the Prognosis of Patients With Nasopharyngeal Carcinoma Liver Metastases,"

* Nasopharyngeal carcinoma liver metastases (NCLM) are diagnosed by pathological confirmation of liver biopsy or imaging findings combined with clinical history.
* ECOG score ≤ 2 points.
* 1. Patients with no recurrence of the primary tumor and oligometastasis in the liver. 2. Patients with multiple metastases (bone) without primary tumor recurrence and liver metastases have stable disease (SD) or partial remission (PR) or complete remission (CR) after systemic treatment except for liver lesions. 3. Patients with primary tumor recurrence and liver metastasis (may be combined with bone metastasis) have SD or PR or CR after systemic treatment except for liver lesions.
* Able to perform radical resection of liver lesions.
* Good liver function (Child-Pugh grade A liver function, estimated remaining liver volume ≥ 30%).
* Blood test, coagulation function, liver and kidney function, electrocardiogram, chest X-ray and other preoperative examinations show no clear contraindications for surgery.
* Expected survival ≥ 6 months.
* Those who voluntarily participate in this study and signe the informed consent form.

","[""Have you been diagnosed with nasopharyngeal carcinoma liver metastases (NCLM)?"", ""What is your ECOG score?"", ""Do you have recurrence of the primary tumor?"", ""How many metastases do you have in the liver?"", ""Have you had systemic treatment for your liver lesions?"", ""What is your current liver function status (Child-Pugh grade)?"", ""Is your estimated remaining liver volume \u2265 30%?"", ""Have you had any preoperative examinations that show contraindications for surgery?"", ""What is your expected survival time?"", ""Are you willing to participate in this study and sign the informed consent form?""]"
NCT04921722,Percutaneous Administration of Sirolimus in the Treatment of Superficial Complicated Vascular Anomalies,"

* Participant clinically or pathologically diagnosed with KHE, TA or complicated superficial vascular anomolies involving lymphatic components.

  1. The case is initial, with a relatively limited superficial lesion.
  2. The participant has residual surface lesions after oral medication.
* Participant with no use of other medication or surgical treatment
* Participant with detailed medical records of the disease at the time of screening
* Participant with signed and dated informed consent from the guardian(s)

","[""Have you been clinically or pathologically diagnosed with KHE, TA or complicated superficial vascular anomalies involving lymphatic components?"", ""Is your case initial, with a relatively limited superficial lesion?"", ""Do you have residual surface lesions after oral medication?"", ""Have you used any other medication or surgical treatment for your condition?"", ""Do you have detailed medical records of your disease at the time of screening?"", ""Have you signed and dated the informed consent form with your guardian(s)?"", ""Please describe your current symptoms and medical history."", ""How long have you been experiencing symptoms related to your condition?""]"
NCT05176925,"Tislelizumab Combined With Sitravatinib as Consolidation Treatment Following Concurrent Chemoradiation in Patients With Locally Advanced, Unresectable NSCLC","

* ECOG performance status≤1.
* Life expectancy ≥ 3 months.
* Eligible patients for this study must have locally advanced, Stage III NSCLC that is considered unresectable. histologically- or cytologically-documented NSCLC who present with locally advanced, unresectable (Stage III) disease (according to Version 8 of the International Association for the Study of Lung Cancer Staging Manual in Thoracic Oncology). Patients must not have progressed following definitive, platinum-based, concurrent chemoradiation therapy.
* First dose of study treatment is no later than 42 days after cCRT.
* Adequate organ function as indicated by the following laboratory values (obtained ≤ 7 days before first dose)

  1. Absolute neutrophil count (ANC) ≥ 1.5 × 10\^9/L,
  2. Platelets ≥ 100 × 10\^9/L,
  3. Hemoglobin ≥ 90 g/L.
  4. International normalized ratio (INR) or prothrombin time (PT) ≤ 1.5 x upper limit of normal (ULN).
  5. Activated partial thromboplastin time (aPTT) ≤ 1.5 x ULN.
  6. Serum total bilirubin ≤ 1.5 x ULN.
  7. Aspartate and alanine aminotransferase (AST and ALT) ≤ 2.5 x ULN.
  8. Serum albumin ≥25 g/L（2.5 g/dL).
  9. Serum creatinine ≤ 1.5 x ULN or estimated glomerular. filtration rate (GFR) \>50 mL/min by Cockcroft-Gault equation.
* Able to provide written informed consent by the patient or by the patient's legally acceptable representative and can understand and agree to comply with the requirements of the study.
* Patients of childbearing potential must be willing to use a highly effective method of birth control for the duration of the study, and ≥ 120 days after the last dose of study drugs.

","[""What is your ECOG performance status?"", ""Do you have a life expectancy of at least 3 months?"", ""Have you been diagnosed with locally advanced, Stage III NSCLC that is considered unresectable?"", ""How many days have passed since you completed definitive, platinum-based, concurrent chemoradiation therapy?"", ""What is your absolute neutrophil count (ANC)?"", ""Is your ANC \u2265 1.5 \u00d7 10^9/L?"", ""What is your platelet count?"", ""Is your platelet count \u2265 100 \u00d7 10^9/L?"", ""What is your hemoglobin level?"", ""Is your hemoglobin level \u2265 90 g/L?"", ""What is your international normalized ratio (INR) or prothrombin time (PT)?"", ""Is your INR or PT \u2264 1.5 x upper limit of normal (ULN)?"", ""What is your activated partial thromboplastin time (aPTT)?"", ""Is your aPTT \u2264 1.5 x ULN?"", ""What is your serum total bilirubin level?"", ""Is your serum total bilirubin level \u2264 1.5 x ULN?"", ""What are your aspartate and alanine aminotransferase (AST and ALT) levels?"", ""Are your AST and ALT levels \u2264 2.5 x ULN?"", ""What is your serum albumin level?"", ""Is your serum albumin level \u2265 25 g/L?"", ""What is your serum creatinine level?"", ""Is your serum creatinine level \u2264 1.5 x ULN or estimated glomerular filtration rate (GFR) > 50 mL/min by Cockcroft-Gault equation?"", ""Are you able to provide written informed consent?"", ""Are you willing to use a highly effective method of birth control for the duration of the study and for \u2265 120 days after the last dose of study drugs?""]"
NCT05257122,A Phase II Clinical Trial of Fruquintinib as Third Line Treatment in Advanced Pancreatic Cancer,"

1. 18-80 years old;
2. Locally advanced or recurrent/metastatic pancreatic adenocarcinoma confirmed by cytological or histopathological examination;
3. Have failed second-line chemotherapy (gemcitabine or 5-FU-based regiments) (the definition of treatment failure is: toxic and side effects are intolerable, disease progression during treatment, recurrence within six months after the end of adjuvant chemotherapy, or progression within three months after the end of palliative chemotherapy); prior chemotherapy are required to include gemcitabine or 5-FU or its derivatives;
4. With one or more measurable lesions, the longest diameter should be at least 10 mm measured by spiral CT scan, or at least 20 mm by conventional CT scan should be(RECIST standard, version 1.1);
5. ECOG score was 0-2;
6. Life expectancy ≥12 weeks;
7. The damage was recovered from other antitumor treatments, including the interval from nitroso or mitomycin to enrollment was ≥6 weeks, and the interval from other cytotoxic drugs, radiotherapy or surgery to enrollment was ≥4 weeks, and the wound was completely healed;
8. Acceptable hematologic, hepatic, and renal function within 7 days from screenin: absolute neutrophil count (ANC) ≥1.5x109 /L; Hemoglobin ≥ 9.0g/dL; Platelet count ≥80 x109 /L; Total bilirubin \< 1.5 times upper limit of normal (ULN); ALT and AST\< 2.5 x ULN (with liver metastasis \<5x ULN); Serum creatinine ≤1 x ULN, endogenous creatinine clearance rate \>50ml/min;
9. Women of reproductive age need to take effective contraceptive measures;
10. Participate in this study is voluntarily and sign informed consent. With good compliance to cooperate with the follow-up, participate should understand the purpose of this study and the necessary procedures.

","[""What is your age?"", ""Have you been diagnosed with locally advanced or recurrent/metastatic pancreatic adenocarcinoma?"", ""Have you failed second-line chemotherapy (gemcitabine or 5-FU-based regimens)?"", ""What is the longest diameter of your measurable lesion?"", ""What is your ECOG score?"", ""What is your life expectancy?"", ""Have you recovered from other antitumor treatments?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your hemoglobin level?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What is your ALT and AST level?"", ""What is your serum creatinine level?"", ""What is your endogenous creatinine clearance rate?"", ""Are you a woman of reproductive age?"", ""Will you take effective contraceptive measures?"", ""Do you understand the purpose of this study and the necessary procedures?""]"
NCT04520035,Neoadjuvant Chemotherapy With Camrelizumab in Locally Advanced Esophageal Squamous Cell,"

1. The age ranged from 18 to 75 years 2. Middle or lower thoracic esophageal carcinoma 3. Gastroscopy showed squamous cell carcinoma 4. The clinical stage was c-txn1-3m0 5. ECOG score was 0-1 6. Can eat semifluid 7. Weight loss less than 20% in 6 months 8. Sign the consent form before treatment 9. One week before enrollment, the organ function level reached the following standards:

1. Bone marrow function: hemoglobin ≥ 100g / L, WBC ≥ 4.0 \* 10 \^ 9 / L, neutrophil count ≥ 1.8 \* 10 \^ 9 / L, platelet count ≥ 100 \* 10 \^ 9 / L;
2. Liver: serum total bilirubin level ≤ 1.5 times normal upper limit value, aspartate aminotransferase (AST) and alanine aminotransferase (ALT) ≤ 1.5 times normal upper limit value;
3. Kidney: serum creatinine level is lower than 1.5 times of normal upper limit value or creatinine clearance rate ≥ 60ml / min, urea nitrogen ≤ 200mg / L;
4. Blood glucose: within the normal range and / or patients with diabetes are under treatment, but the blood glucose is controlled in a stable state;
5. Lung function: baseline FEV1 should be at least 2L; if the baseline FEV1 \< 2L, it should be evaluated by surgical experts, and FEV1 \> 800ml after surgery should be predicted;
6. Cardiac function: no myocardial infarction within 1 year; no unstable angina pectoris; no symptomatic severe arrhythmia; no cardiac insufficiency.

","[""What is your age?"", ""Do you have middle or lower thoracic esophageal carcinoma?"", ""What type of cell carcinoma did your gastroscopy show?"", ""What is your clinical stage?"", ""What is your ECOG score?"", ""Can you eat semifluid?"", ""How much weight have you lost in the past 6 months?"", ""Have you signed the consent form before treatment?"", ""What is your hemoglobin level?"", ""Is your hemoglobin level 100g/L or higher?"", ""What is your WBC count?"", ""Is your WBC count 4.0 x 10^9/L or higher?"", ""What is your neutrophil count?"", ""Is your neutrophil count 1.8 x 10^9/L or higher?"", ""What is your platelet count?"", ""Is your platelet count 100 x 10^9/L or higher?"", ""What is your serum total bilirubin level?"", ""Is your serum total bilirubin level 1.5 times the normal upper limit value or lower?"", ""What is your AST level?"", ""Is your AST level 1.5 times the normal upper limit value or lower?"", ""What is your ALT level?"", ""Is your ALT level 1.5 times the normal upper limit value or lower?"", ""What is your serum creatinine level?"", ""Is your serum creatinine level 1.5 times the normal upper limit value or lower?"", ""What is your creatinine clearance rate?"", ""Is your creatinine clearance rate 60ml/min or higher?"", ""What is your urea nitrogen level?"", ""Is your urea nitrogen level 200mg/L or lower?"", ""What is your blood glucose level?"", ""Is your blood glucose level within the normal range?"", ""What is your FEV1?"", ""Is your FEV1 2L or higher?"", ""Have you had a myocardial infarction within the past year?"", ""Do you have unstable angina pectoris?"", ""Do you have symptomatic severe arrhythmia?"", ""Do you have cardiac insufficiency?""]"
NCT05512286,Patient-Reported Outcome and Safety Between Preoperative and Postmastectomy Radiotherapy in DIEP Flap Reconstruction,"

* Patients with histological proven invasive breast cancer;
* Clinical T0-3, T4b and N0-3a disease who require neoadjuvant chemotherapy;
* No distant metastasis;
* Adjuvant radiotherapy and who are suitable for DIEP flap reconstruction at the time of mastectomy.

","[""Have you been diagnosed with invasive breast cancer?"", ""What is your clinical T stage?"", ""Do you have N0-3a disease?"", ""Have you been diagnosed with distant metastasis?"", ""Are you suitable for adjuvant radiotherapy?"", ""Are you a candidate for DIEP flap reconstruction at the time of mastectomy?""]"
NCT04612439,Accuracy of VABB Elite 10G Versus BARD 14G CNB,"

* Over 18 years old (including 18 years old)
* Ultrasound examination indicates the presence of space-occupying lesions in the breast. The size, location, and BI-RADS classification are not limited.
* Agree to undergo surgery after puncture
* Ability and willingness to sign informed consent

","[""How old are you?"", ""Have you undergone an ultrasound examination that indicates the presence of space-occupying lesions in the breast?"", ""What is the size of the space-occupying lesion in your breast?"", ""What is the location of the space-occupying lesion in your breast?"", ""What is the BI-RADS classification of the space-occupying lesion in your breast?"", ""Are you willing to undergo surgery after puncture?"", ""Do you agree to sign informed consent?""]"
NCT04525586,lncRNA-based Nomogram to Assist Childhood Asthma Diagnosis,"

children with recurrent wheezing

","[""How often do you experience wheezing?"", ""Have you experienced wheezing more than once?""]"
NCT05316480,Nimotuzumab in EGFR Highly Expressed Pancreatic Neuroendocrine Neoplasms,"

1. Histologically or cytologically proven diagnosis of pancreatic neuroendocrine tumors (pNET) with well and moderately differentiated with evidence of unresectable disease or metastatic disease. Locally advanced disease must not be amendable to resection or radiation therapy with curative intent.
2. Overexpression of EGFR in tumor tissue sample from tumor biopsy or prior primary tumor resection. Therefore availability of paraffin-embedding tumor tissue sample is needed.
3. Documented progression of the disease by CT scan, MRI, or Octreoscan within 12 months prior to baseline.
4. Measurable disease as per RECIST. Measurable lesions that have been previously radiated will not be considered target lesions unless increase in size has been observed following completion of radiation therapy.
5. Male or female, 18 years of age or older.
6. ECOG performance status less than 2.
7. Life expectancy greater than 12 weeks.
8. The definitions of minimum adequacy for organ function required prior to study entry are as follows.

   Serum aspartate transaminase (AST) and serum alanine transaminase (ALT) \< 2.5 x upper limit of normal (ULN), or AST and ALT \< 5 x ULN if liver function abnormalities are due to underlying malignancy Total serum bilirubin \< 1.5 x ULN Serum albumin \> 3.0 g/dL Absolute neutrophil count (ANC) \> 1500/L Hemoglobin \> 9.0 g/dL Creatinin clearance \< 40 mL/min
9. Signed and dated informed consent document indicating that the patient (or legally acceptable representative) has been informed of all the pertinent aspects of the trial prior to enrollment.
10. Willingness and ability to comply with scheduled visits, treatment plans, laboratory tests, and other study procedures.

","[""Have you been diagnosed with pancreatic neuroendocrine tumors (pNET)?"", ""Is your pancreatic neuroendocrine tumors (pNET) well or moderately differentiated?"", ""Do you have unresectable disease or metastatic disease?"", ""Is your locally advanced disease amendable to resection or radiation therapy with curative intent?"", ""Please provide the result of EGFR overexpression in your tumor tissue sample."", ""How long ago did you have documented progression of the disease by CT scan, MRI, or Octreoscan?"", ""Do you have measurable disease as per RECIST?"", ""What is your age?"", ""What is your ECOG performance status?"", ""What is your life expectancy?"", ""What is your serum aspartate transaminase (AST) level?"", ""What is your serum alanine transaminase (ALT) level?"", ""What is your total serum bilirubin level?"", ""What is your serum albumin level?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your hemoglobin level?"", ""What is your creatinin clearance?"", ""Have you signed and dated the informed consent document?"", ""Are you willing and able to comply with scheduled visits, treatment plans, laboratory tests, and other study procedures?""]"
NCT05503394,A Peer Support Network System Construction for the Primary Caregivers of Children With Biliary Atresia,"

* Child was diagnosed with biliary atresia congenital type 3 and required kasai portoenterostomy ;
* Providing primary care for the child;
* Use a smartphone and have access to the internet;
* Normal communication ability;
* Volunteering to participate in the study.

","[""What is your child's diagnosis?"", ""Is your child's diagnosis biliary atresia congenital type 3?"", ""Has your child undergone Kasai portoenterostomy?"", ""Who is providing primary care for your child?"", ""Do you have a smartphone and access to the internet?"", ""Do you have normal communication ability?"", ""Why are you volunteering to participate in this study?""]"
NCT05350891,Transnasal Endoscopic Surgery Combined With Adjuvant Immunotherapy for Recurrent NPC,"

* Pathology or radiography confirmed recurrent nasopharyngeal carcinoma.
* AJCC rT1-T4 which can be surgically removed.
* Age ≥18 years old.
* Informed consent signed.
* With or without lymph node metastasis, which can be surgically removed.
* No distant metastasis.
* ≥6 months from the end of initial radiotherapy to recurrence.
* Sufficient organ function a)Hematology: white blood cells ≥3.0 x 109/L, absolute neutrophil count ≥1.5x 109/L, hemoglobin ≥80 g/L, platelets ≥100 x 109/L. b) Liver function: bilirubin ≤ 1.5 times the upper limit of normal (ULN), AST and ALT ≤ 3 times the ULN c) International normalized ratio (INR) or prothrombin time (PT) or activated partial thromboplastin time (aPTT) ≤ 1.5 times ULN. d) Renal function: serum creatinine ≤ 1.5 times ULN.
* ECOG score 0-2. general physical condition can tolerate general anesthesia surgery, chemotherapy, and immunotherapy.

","[""Have you been diagnosed with recurrent nasopharyngeal carcinoma confirmed by pathology or radiography?"", ""What is your current AJCC T stage?"", ""Are you 18 years or older?"", ""Have you signed the informed consent form?"", ""Do you have lymph node metastasis that can be surgically removed?"", ""Have you had distant metastasis?"", ""How many months have passed since the end of your initial radiotherapy to recurrence?"", ""What is your current white blood cell count?"", ""What is your current absolute neutrophil count?"", ""What is your current hemoglobin level?"", ""What is your current platelet count?"", ""What is your current bilirubin level?"", ""What is your current AST level?"", ""What is your current ALT level?"", ""What is your current INR or PT or aPTT level?"", ""What is your current serum creatinine level?"", ""What is your current ECOG score?"", ""Do you have a general physical condition that can tolerate general anesthesia surgery, chemotherapy, and immunotherapy?""]"
NCT06090994,Prevention of Postoperative Recurrence and Metastasis of Colorectal Cancer by Comparing Huaier With Standard Treatment,"

* Age ≥ 18 years old, regardless of gender.
* It is diagnosed as colorectal cancer by histopathology, TNM stage ⅡC or Ⅲ.
* Previously underwent radical resection of colorectal cancer with a postoperative evaluation of R0.
* Prior to surgery, the patient did not receive other anti-tumor treatment and was judged by a doctor to be unsuitable for radiotherapy and chemotherapy (meeting any of the following criteria: ① those who are allergic to chemotherapy drugs and excipients; ② the patient has severe heart, liver, kidney and other dysfunction or serious cardiovascular disease; ③ the patient is extremely thin, dehydrated, in poor nutritional status, or in a cachexia state; ④ the patient's bone marrow hematopoietic function is inhibited, and white blood cells are less than 2×10\^9/L or platelets \< 50×10\^9/L or severe anemia; ⑤ Concomitant severe infection; ⑥ Other contraindications to radiotherapy and chemotherapy determined by doctors or patients refusing to assist with radiotherapy and chemotherapy，patients in the control group plan to receive standard treatment after surgery.
* ECOG score 0-2 points.
* Agree to receive Huaier Granule treatment after enrollment (only in the experimental group).
* Conscious, capable of language expression or reading, able to communicate normally, and cooperate in completing questionnaire evaluations.
* Volunteer to join this study and sign an informed consent form.

","[""How old are you?"", ""Have you been diagnosed with colorectal cancer?"", ""What is your TNM stage of colorectal cancer?"", ""Have you undergone radical resection of colorectal cancer?"", ""Have you received any anti-tumor treatment prior to surgery?"", ""Why are you unsuitable for radiotherapy and chemotherapy? (Please select one or more)"", ""What is your ECOG score?"", ""Are you willing to receive Huaier Granule treatment after enrollment?"", ""Can you communicate normally and cooperate in completing questionnaire evaluations?"", ""Have you signed an informed consent form?""]"
NCT05489848,Chemotherapy vs Chemoradiotherapy for Post-operative Endometrial Cancer Patients With P53-mutation,"

* 1)Age ≥18 years,

  2) Patients with stage I-IVA (FIGO2009) (excluded endometrial epithelial carcinoma confined to the endometrial layer), which have received initial diagnosis and comprehensive staging surgery (based on total uterine and double salpingectomy. Lymph nodes are evaluated by at least a sentinel lymph node biopsy), regardless of the pathological type, at the same time, the molecular typing of preoperative endometrial biopsy or total hysterectomy should be type p53mut.

  3)The duration of postoperative adjuvant therapy after initiation shall not exceed 8 weeks after enrollment,

  4)There is no obvious abnormality in the function of important organs, and the relevant test values meet the following requirements:

A. White blood cell count ≥3×109/L or absolute value of neutrophile granulocyte ≥ 1.5×109/L,

B. Platelet count ≥ 100× 109/L,

C. AST and/or ALT\<2.5 times the upper limit of normal value,

D. Serum creatinine \< 2 times the upper limit of normal value,

E. Physical fitness score: Karnofsky(KPS) score ≥60, The Eastern Cooperative Oncology Group(ECOG) score is ≤2 points.

","[""What is your age?"", ""Have you been diagnosed with stage I-IVA (FIGO2009) endometrial cancer?"", ""Have you received comprehensive staging surgery, including total uterine and double salpingectomy, and sentinel lymph node biopsy?"", ""What is the molecular typing of your preoperative endometrial biopsy or total hysterectomy?"", ""Is the molecular typing of your preoperative endometrial biopsy or total hysterectomy type p53mut?"", ""How many weeks have passed since you started postoperative adjuvant therapy?"", ""Is the duration of postoperative adjuvant therapy after initiation less than or equal to 8 weeks?"", ""What is your white blood cell count?"", ""Is your white blood cell count \u22653\u00d710^9/L or absolute value of neutrophile granulocyte \u2265 1.5\u00d710^9/L?"", ""What is your platelet count?"", ""Is your platelet count \u2265 100\u00d710^9/L?"", ""What is your AST and/or ALT level?"", ""Is your AST and/or ALT level <2.5 times the upper limit of normal value?"", ""What is your serum creatinine level?"", ""Is your serum creatinine level <2 times the upper limit of normal value?"", ""What is your Karnofsky (KPS) score?"", ""Is your Karnofsky (KPS) score \u226560?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Is your Eastern Cooperative Oncology Group (ECOG) score \u22642 points?""]"
NCT04535648,Detection of Enterovirus Genotypes by CRISPR Technology,"

* Patients with clinically suspected or confirmed enterovirus infection

","[""Have you been clinically suspected of having an enterovirus infection?"", ""Have you been confirmed to have an enterovirus infection?"", ""What is the type of enterovirus infection you have been diagnosed with?""]"
NCT05201430,Neoadjuvant FOLFOXIRI Versus CapeOX Chemotherapy for Local Advanced Rectal Cancer,"

* MRI evaluated of T3-4 or N+ rectal cancer;
* Pathologically diagnosed of rectal adenocarcinoma;
* 18 to 75 years old;
* Distance from lower margin of tumor to anus \<15 cm and suitable for anus-preserving resection;
* Tumor amenable to radical resection;
* Treatment-na?ve patients with no previous systemic chemotherapy, radiotherapy or local excision for treating rectal cancer;
* Laboratory requirements conducted within 7 days of starting study treatment: Neutrophil count ≥ 1.5×10\^9/L, Platelet count ≥ 100×10\^9 /L, Hemoglobin ≥ 80 g/L, Serum bilirubin ≤ 24umol/L, Alanine aminotransferase and aspartate aminotransferase ≤ 60 U/L, Serum creatinine ≤ 110 umol/L;
* Be capable to receive a surgery;
* No second tumor at present or in the past 5 years, except skin basal cell carcinoma, skin squamous cell carcinoma, or any in situ cancer;
* No previous systemic chemotherapy for treating colorectal cancer;
* Life expectancy of more than 3 months;
* No current pregnancy or breast-feeding, and subjects at childbearing age shall take method of contraception;
* Eastern Cooperative Oncology Group (ECOG) performance status (PS) ≤ 1;
* Be willing and able to understand the study and to provide written informed consent.

","[""What is your MRI evaluation for rectal cancer? (T3-4 or N+)?"", ""Have you been pathologically diagnosed with rectal adenocarcinoma?"", ""What is your age?"", ""Is the distance from the lower margin of the tumor to the anus less than 15 cm?"", ""Is the tumor amenable to radical resection?"", ""Have you received any previous systemic chemotherapy, radiotherapy, or local excision for treating rectal cancer?"", ""What is your neutrophil count (\u00d710^9/L)?"", ""What is your platelet count (\u00d710^9/L)?"", ""What is your hemoglobin level (g/L)?"", ""What is your serum bilirubin level (umol/L)?"", ""What is your alanine aminotransferase (ALT) level (U/L)?"", ""What is your aspartate aminotransferase (AST) level (U/L)?"", ""What is your serum creatinine level (umol/L)?"", ""Are you capable of receiving surgery?"", ""Have you had any second tumor in the past 5 years (except skin basal cell carcinoma, skin squamous cell carcinoma, or any in situ cancer)?"", ""Have you received any previous systemic chemotherapy for treating colorectal cancer?"", ""What is your life expectancy?"", ""Are you currently pregnant or breastfeeding?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status (PS)?"", ""Are you willing and able to understand the study and provide written informed consent?""]"
NCT05697926,Preclinical Research for Personalized TCR-T Therapy for Head and Neck Cancer,"

1. Gender is not limited, age 18-75 years old;
2. Estimated survival is greater than 3 months;
3. Newly diagnosed patients with head and neck cancer without any treatment, or patients with refractory recurrent advanced head and neck cancer for which there is no available effective treatment;
4. Patients with head and neck cancer whose tumor tissue can be surgically harvested;
5. Volunteer to join the study and sign the informed consent.

","[""What is your gender?"", ""How old are you?"", ""Do you expect to survive for more than 3 months?"", ""Have you been newly diagnosed with head and neck cancer?"", ""Have you received any treatment for your head and neck cancer?"", ""Do you have refractory recurrent advanced head and neck cancer?"", ""Is your tumor tissue available for surgical harvesting?"", ""Do you volunteer to join this study?"", ""Have you signed the informed consent?""]"
NCT05717582,Maximal Cytoreductive Therapies on Post-treatment Metastases in Pts With mHSPC During Apalutamide Plus ADT Treatment,"

1. Able to understand and willing to sign the informed consent;
2. Aged ≥18 years;
3. Histologically or cytologically confirmed prostate adenocarcinoma (primary small cell carcinoma or signet-ring cell carcinoma of the prostate are not allowed, however adenocarcinoma with neuroendocrine differentiation accounting ≤10% is allowed);
4. Newly diagnosed prostate cancer (within 3 months prior to enrollment);
5. M1a/b disease with the presence of 1-10 visible metastases at diagnosis by conventional imagine including bone scan (ECT) and CT or MRI of the chest, abdomen, and pelvis;
6. With initial systemic treatment of apalutamide plus ADT and willing and expected to comply with treatment and follow up schedule \[No more than 2-month systemic treatment before enrollment (including ADT and ADT combined with short-term first-generation anti-androgen therapy (flutamide or bicalutamide); To maximize enrollment, patients who had started apalutamide plus ADT before enrollment are allowed into the study provided that they are otherwise eligible and therapy was initiated no longer than 2 months before enrollment\];
7. Fit to undergo cytoreductive radical prostatectomy and radiotherapy to the visible sites of metastases;
8. ECOG PS score is 0-1;
9. Adequate organ function;
10. Life expectancy ≥ 12 months.

","[""Are you willing to sign the informed consent?"", ""How old are you?"", ""Have you been diagnosed with prostate adenocarcinoma?"", ""When were you diagnosed with prostate cancer? (mm/yyyy)"", ""Do you have M1a/b disease with 1-10 visible metastases at diagnosis?"", ""Have you received initial systemic treatment of apalutamide plus ADT?"", ""How long have you been receiving systemic treatment before enrollment? (months)"", ""Are you fit to undergo cytoreductive radical prostatectomy and radiotherapy to the visible sites of metastases?"", ""What is your ECOG PS score?"", ""Do you have adequate organ function?"", ""What is your estimated life expectancy? (months)""]"
NCT05406466,Cryoablation Combined With Tislelizumab Plus Lenvatinib in Patients With Melanoma Liver Metastasis,"

1. Written informed consent obtained.
2. Age ≥ 18 years at time of study entry.
3. Participants must have melanoma liver metastasis.
4. Participants must have failed 1 line of systemic regimens due to disease progression or toxicity.
5. Participants who had received previous antiangiogenic therapy were eligible.
6. At least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI.
7. Performance status (PS) ≤ 2 (ECOG scale).
8. Life expectancy of at least 12 weeks.
9. Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
10. Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
11. Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""What is your age?"", ""Do you have melanoma liver metastasis?"", ""How many lines of systemic regimens have you failed due to disease progression or toxicity?"", ""Have you received previous antiangiogenic therapy?"", ""Do you have at least one measurable site of disease as defined by RECIST criteria with spiral CT scan or MRI?"", ""What is your performance status (PS) according to the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What are your Aspartate Aminotransferase (SGOT) and Alanine aminotransferase (SGPT) levels?"", ""What is your International normalized ratio (INR)?"", ""What is your albumin level?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance (CrCl) according to the Cockcroft-Gault formula?"", ""Are you a female patient with reproductive potential? If so, what is the result of your urine or serum pregnancy test within 7 days prior to start of trial?"", ""Are you willing and able to comply with the protocol for the duration of the study?""]"
