nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT04491682,Megestrol Acetate Plus Rosuvastatin in Young Women With Atypical Endometrial Hyperplasia,"

* Have a confirmed pathological diagnosis based upon hysteroscopy
* Have a desire for remaining reproductive function or uterus
* Good compliance with adjunctive treatment and follow-up
* Abnormal blood lipid. At least meet one of the following five items:

  1. Total cholesterol (TC) ≥ 5.2mmol/L (200mg/dL)
  2. Low-density lipoprotein cholesterol (LDL-C) ≥ 3.4mmol/L (130mg/dL)
  3. Fasting triglycerides (TG) ≥ 1.7mmol/L (150mg/dL)
  4. High-density lipoprotein cholesterol (HDL-C) \< 1.03mmol/L (40mg/dL)
  5. Apo-lipoprotein-A (Apo-A) \< 1.0g/L

","[""Have you received a confirmed pathological diagnosis based on hysteroscopy?"", ""Do you have a desire to maintain your reproductive function or keep your uterus?"", ""Are you compliant with the adjunctive treatment and follow-up requirements?"", ""What is your total cholesterol (TC) level in mmol/L (mg/dL)?"", ""Is your low-density lipoprotein cholesterol (LDL-C) level 3.4mmol/L (130mg/dL) or higher?"", ""What is your fasting triglycerides (TG) level in mmol/L (mg/dL)?"", ""Is your high-density lipoprotein cholesterol (HDL-C) level less than 1.03mmol/L (40mg/dL)?"", ""What is your Apo-lipoprotein-A (Apo-A) level in g/L?""]"
NCT04351282,SBRT for Oligo-metastatic Lesions After Systemic Treatment of Primary Metastatic Nasopharyngeal Carcinoma,"

* Histologically conformed initial metastatic non-keratinizing nasopharyngeal carcinoma (according to the 8th edition of AJCC/UICC stage system) and no PD was observed in eligible patients after comprehensive treatment (chemotherapy±immunotherapy+radiotherapy to primary tumor). Then, the metastic lesions were PR/SD, and met the following requirement: the metastatic lesions ≤5 and metastatic organs ≤2, no more than 3 metastastic lesions for a single organ (diameter ≤ 5cm)
* age 18-70 years old
* Karnofsky scores ≥70
* Estimated life ≥ 6 months
* Adequate organ function including the following: Absolute neutrophil count (ANC) \>= 2.0 \* 109/l; Platelets count \>= 100 \* 109/l ;Hemoglobin \>= 90 g/dl; Creatinine clearance \>= 60 ml/min; For patients without liver metastasis, AST and ALT \<= 1.5 times institutional upper limit of normal (ULN), Total bilirubin \<= 1.5 times institutional ULN; For patients with liver metastasis, AST and ALT \<= 3 times institutional upper limit of normal (ULN), Total bilirubin \<= 3 times institutional ULN, with normal coagulation function, child-pugh grade A or B, normal liver tissue volume \>700 mL
* Signed written informed consent

","[""Have you been diagnosed with histologically confirmed initial metastatic non-keratinizing nasopharyngeal carcinoma according to the 8th edition of AJCC/UICC stage system?"", ""After comprehensive treatment, did you not experience progression disease (PD) with your nasopharyngeal carcinoma?"", ""How many metastatic lesions do you currently have?"", ""How many organs are involved with your metastatic lesions?"", ""Are the metastatic lesions in a single organ limited to 3 or fewer, each with a diameter not exceeding 5 cm?"", ""Are you between the ages of 18 and 70 years old?"", ""What is your Karnofsky score?"", ""Do you have an estimated life expectancy of at least 6 months?"", ""Is your absolute neutrophil count (ANC) 2.0 x 10^9/l or higher?"", ""Is your platelet count 100 x 10^9/l or higher?"", ""Is your hemoglobin level 90 g/dl or higher?"", ""Is your creatinine clearance 60 ml/min or higher?"", ""For patients without liver metastasis, are your AST and ALT levels less than or equal to 1.5 times the institutional upper limit of normal (ULN)?"", ""For patients with liver metastasis, are your AST and ALT levels less than or equal to 3 times the institutional upper limit of normal (ULN)?"", ""Have you signed a written informed consent?""]"
NCT05212857,Enhanced Systemic Combined With Local Treatment for Primary and Metastatic Lesions in Oligo-metastatic Prostate Cancer,"

1. Histologically or cytologically confirmed de novo prostate adenocarcinoma (can be accompanied by neuroendocrine differentiation, but accounts for less than 10% of the total tumor components);
2. Aged between 18 and 80;
3. M1a/b disease with presence of 1-5 visible metastases (detected by bone scan (ECT), chest, abdominal and pelvic CT or MRI). Biopsy of the suspected metastases is recommended to the patients. If the patients refused to the biopsy, additional PSMA-PET/CT or regional MRI should be performed to confirm the metastatic lesions.
4. The metastatic lesions should meet the following the criteria:

   1. Metastases are limited to bone or lymph nodes;
   2. Visceral metastases are not allowed;
   3. Radiographic observed pelvic lymph node metastasis with a diameter of \>2cm should also be considered as one metastatic lesion.
   4. If the lymph nodes are the only detected metastatic lesions, at least one metastatic lymph node should be outside the pelvis.
5. ECOG performance status of 0 or 1;
6. PSA less than 100ng/ml at diagnosis;
7. No more than one month's systemic treatment before enrollment (including castration (surgical or medical castration), castration combined with traditional anti-androgen therapy (flutamide or bicalutamide));
8. No previous pelvic radiotherapy history;
9. The primary lesion of prostate cancer has not received any form of local treatment (surgery, radiotherapy, cryotherapy, radiofrequency ablation, etc.); TURP is allowed, if the aim of the surgery is to relieve lower urinary tract symptom but not to treat the tumor.
10. The metastatic lesions of prostate cancer have not received any form of local treatment (surgery, radiotherapy, cryotherapy, radiofrequency ablation, etc.);
11. Written informed consent;
12. Willing and expected to comply with treatment and follow up schedule.
13. Life expectancy \> 10 years.

","[""Have you been diagnosed with de novo prostate adenocarcinoma, confirmed by histology or cytology, and does it contain less than 10% neuroendocrine differentiation?"", ""Are you between the ages of 18 and 80?"", ""Does your disease stage qualify as M1a/b with 1-5 visible metastases, as detected by bone scan (ECT), chest, abdominal, and pelvic CT or MRI?"", ""Have you undergone a biopsy of the suspected metastases or, if refused, have additional PSMA-PET/CT or regional MRI been performed to confirm the metastatic lesions?"", ""Are your metastatic lesions limited to bone or lymph nodes only, with no visceral metastases?"", ""Is the diameter of any pelvic lymph node metastasis observed radiographically greater than 2cm, and do you consider this as one metastatic lesion?"", ""If lymph nodes are the only detected metastatic lesions, is at least one metastatic lymph node outside the pelvis?"", ""What is your ECOG performance status score, is it 0 or 1?"", ""Is your PSA level less than 100ng/ml at the time of diagnosis?"", ""Have you received any systemic treatment, including castration or anti-androgen therapy, for less than one month before enrollment?"", ""Do you have any history of pelvic radiotherapy?"", ""Has the primary lesion of your prostate cancer received any local treatment, excluding TURP for relief of lower urinary tract symptoms?"", ""Have the metastatic lesions of your prostate cancer received any form of local treatment?"", ""Are you willing to provide written informed consent for participation in the study?"", ""Are you willing and expected to comply with the treatment and follow-up schedule?"", ""Do you have a life expectancy of more than 10 years?""]"
NCT05948020,Efficacy and Safety of Orally Administered Engineered Probiotics (CBT102-A) for the Treatment of Children With Phenylketonuria,"

* Blood phe ≥ 600μmol/L at newborn screening;
* Blood phe ≥ 600μmol/L at least 3 times in the last 1 year before screening, and the blood Phe ≥ 600μmol/L in the last 1 time;
* Screening laboratory evaluations (e.g., chemistry panel, complete blood count, urinalysis, creatinine clearance, CRP) within normal limits or judged to be not clinically significant by the investigator;
* Stable diet for at least 60 days prior to screening;
* Able to produce at least 2 bowel movements per week on average without using any form of laxatives;
* Adolescents and children's guardians can voluntarily complete the whole process of informed consent, including stool, urine and blood collection, adherence to diet control, hospital monitoring, follow-up and oral trial drug compliance, and sign informed consent.

","[""At your newborn screening, was your blood phenylalanine level 600\u03bcmol/L or higher?"", ""In the last year before screening, how many times was your blood phenylalanine level 600\u03bcmol/L or higher?"", ""During your last blood test before screening, was your blood phenylalanine level 600\u03bcmol/L or higher?"", ""Have all your laboratory evaluations (chemistry panel, complete blood count, urinalysis, creatinine clearance, CRP) been within normal limits, or considered not clinically significant by the investigator?"", ""Have you maintained a stable diet for at least 60 days prior to screening?"", ""On average, how many bowel movements can you produce per week without using any form of laxatives?"", ""Are you able to complete the whole process of informed consent, including stool, urine and blood collection, adherence to diet control, hospital monitoring, follow-up, and oral trial drug compliance?""]"
NCT04525326,Conversion Therapy of RAS/BRAF Wild-Type Right-sided Colon Cancer Patients With Initially Unresectable Liver Metastases,"

1. The primary tumor was confirmed by histology as colorectal adenocarcinoma
2. primary right-sided colorectal adenocarcinoma
3. Radiologic evidence suggests that the initial unresectable liver metastases
4. RAS/BRAF gene wild-type states
5. ECOG was 0 \~ 1
6. Life expectancy ≥ 3 months
7. Good hematological function: neutrophil ≥ 1.5x109/l and platelet count ≥ 100x109 / L; HB ≥ 9g / dl (within one week before randomization)
8. Normal liver and kidney function: serum bilirubin ≤ 1.5x normal upper limit (ULN), alkaline phosphatase ≤ 5x ULN, serum transaminase (AST or ALT) ≤ 5x ULN (within one week before randomization);
9. Sign the written informed consent to participate in the experiment

","[""Has your primary tumor been confirmed as colorectal adenocarcinoma by histology?"", ""Is your primary colorectal adenocarcinoma located on the right side?"", ""Does radiologic evidence indicate that you have initial unresectable liver metastases?"", ""Are you RAS/BRAF gene wild-type?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status? (Please enter a number between 0 and 1.)"", ""Do you have a life expectancy of at least 3 months?"", ""Please provide your neutrophil count. Is it greater than or equal to 1.5x10^9/l?"", ""Please provide your platelet count. Is it greater than or equal to 100x10^9/l?"", ""Please provide your hemoglobin level. Is it greater than or equal to 9g/dl (within one week before randomization)?"", ""Is your liver function normal? Specifically, is your serum bilirubin level less than or equal to 1.5 times the upper limit of normal (ULN)?"", ""Is your kidney function normal? Specifically, is your alkaline phosphatase level less than or equal to 5 times the upper limit of normal (ULN)?"", ""Is your serum transaminase (AST or ALT) level less than or equal to 5 times the upper limit of normal (ULN)?"", ""Have you signed the written informed consent to participate in the experiment?""]"
NCT05354674,Multimodal Deep Learning Signature for Evaluation of Response to Bevacizumab in Patient With Colorectal Cancer Liver Metastasis,"

Age 18-75 years; Histologically proven colorectal adenocarcinoma; Simultaneous liver-limited metastases; Initially unresectable liver metastases determined by a local MDT; Life expectancy of \> 3 months; RAS mutation and BRAF V600E wild-type; ECOG 0-1; Available PET/CT imaging before treatment; Available colonoscopy biopsy specimens before treatment

","[""Are you within the age range of 18 to 75 years old?"", ""Has your colorectal adenocarcinoma been histologically proven?"", ""Do you have liver-limited metastases that are simultaneous with your primary cancer?"", ""Were your liver metastases initially determined to be unresectable by a local MDT?"", ""Is your life expectancy greater than 3 months?"", ""Do you have a RAS mutation and are you BRAF V600E wild-type?"", ""What is your ECOG performance status? (Please enter a number between 0 and 1.)"", ""Do you have available PET/CT imaging before treatment?"", ""Do you have available colonoscopy biopsy specimens before treatment?""]"
NCT04665648,Clinical Efficacy and sAfety of Intravenous Infusion of Nicorandil During Primary Percutaneous Coronary Intervention,"

* 18-80 years;
* acute ST-segment elevation myocardial infarction within 12 hours of symptom onset;

","[""How old are you?"", ""Did the ST-segment elevation myocardial infarction occur within 12 hours of symptom onset?""]"
NCT03948048,Study on the Efficacy and Timing of ECMO Therapy in Children With Refractory Septic Shock,"

• Children with septic shock and refractory septic shock admitted to the PICU of all the study centers

","[""Are you a child admitted to the PICU due to septic shock or refractory septic shock?"", ""Which PICU are you admitted to? Please specify the name of the study center."", ""How long have you been in the PICU for your current septic shock condition?""]"
NCT04867330,Toripalimab Based Induction Chemotherapy Followed by De-escalation Protocols in HPV-related OPSCC,"

* Histological diagnosis of squamous cell carcinoma of oropharynx with IHC p16
* positive or PCR HPV16 positive
* T1-2/N1-3M0（except T1N1M0 and single LN\<3cm）or T3-4N0-3M0 according to UICC/AJCC 8th staging system
* Age ≥18
* No prior anti-tumor treatment
* Karnofsky Performance Score (KPS)≥70
* Adequate blood supply
* Informed consent obtained

","[""Have you received a histological diagnosis of squamous cell carcinoma of the oropharynx and been tested IHC p16 positive or PCR HPV16 positive?"", ""According to the UICC/AJCC 8th staging system, what is your T and N stage? (e.g., T1-2/N1-3M0, T3-4N0-3M0)"", ""Are you at least 18 years of age?"", ""Have you had any prior anti-tumor treatment?"", ""What is your Karnofsky Performance Score (KPS)?"", ""Do you have adequate blood supply?"", ""Have you provided informed consent for participation?""]"
NCT04534296,How Early Mobilization Impacts on Diaphragm Thickness in Critically Ill Children,"

* subjects \> 6 months and \< 12 years of age；
* subjects been intubated and mechanically ventilated for \< 24 hours at the time of screening;
* the Glasgow Coma Scale (GCS) on admission of Pediatric Intensive Care Unit (PICU) is greater than 3

","[""Are you over 6 months and under 12 years of age?"", ""How long have you been intubated and mechanically ventilated before being screened? (Please specify in hours)"", ""Was your Glasgow Coma Scale (GCS) score greater than 3 upon admission to the Pediatric Intensive Care Unit (PICU)?""]"
NCT06158919,A Study of PD-1 Inhibitors Combined With Fruquintinib and Chemotherapy in First-line Treatment of HER2-negative Advanced G/GEJ Cancer,"

1. Have fully understood the study and voluntarily signed the informed consent;

2.18-80 years old (including 18 and 80 years old), male or female;

3. Patients with unresectable advanced or metastatic gastric/esophagogastric junction adenocarcinoma confirmed by pathology or histology;

4.ECOG physical status 0-1

5. Expected survival ≥3 months;

6. Have not received any anti-tumor therapy (including chemotherapy, targeted therapy, immunotherapy, etc.) for unresectable advanced or metastatic gastric cancer; If you have received adjuvant therapy after radical gastrectomy of gastric cancer, it is required that the time between the discovery of metastatic disease and the end of the last adjuvant chemotherapy is greater than 6 months);

7. Must have at least one measurable lesion (meet the RECIST v1.1 standard);

8. The functions of vital organs meet the following requirements (the use of any blood components and cell growth factors is not allowed within the first 14 days of enrollment) :

* Absolute neutrophil count ≥1.5×109/L, white blood cell ≥3.0×109/L;

  * Platelet ≥90×109/L;

    * Hemoglobin ≥8g/dL;

      * Total bilirubin TBIL≤1.5 times ULN;

        ⑤ALT and AST≤2.5 times ULN;

        ⑥ Urea/urea nitrogen (BUN) and creatinine (Cr) ≤1.5×ULN (and creatinine clearance (CCr) ≥ 50mL/min);

        ⑦Left ventricular ejection fraction (LVEF) ≥50%;

        ⑧Fridericia Corrected QT Interval (QTcF) \<470 milliseconds;

        ⑨INR≤1.5 x ULN, APTT≤1.5 x ULN;

        ⑩Thyroid function, thyroid stimulating hormone (TSH) ≤ upper limit of normal (ULN), if abnormal FT3 and FT4 levels should be examined, FT3 and FT4 levels can be included if normal;

        9. Premenopausal and postmenopausal women \&lt; Women of 1 year must have a negative serum or urine pregnancy test before treatment.

","[""Have you fully understood the study and voluntarily signed the informed consent?"", ""Are you between the ages of 18 and 80 (inclusive)?"", ""Have you been diagnosed with unresectable advanced or metastatic gastric/esophagogastric junction adenocarcinoma confirmed by pathology or histology?"", ""What is your Eastern Cooperative Oncology Group (ECOG) physical status score?"", ""Do you expect to survive for at least 3 months?"", ""Have you received any anti-tumor therapy for unresectable advanced or metastatic gastric cancer?"", ""If you received adjuvant therapy after radical gastrectomy, how many months have passed since the discovery of metastatic disease and the end of the last adjuvant chemotherapy?"", ""Do you have at least one measurable lesion that meets the RECIST v1.1 standard?"", ""Is your absolute neutrophil count \u22651.5\u00d710^9/L?"", ""Is your white blood cell count \u22653.0\u00d710^9/L?"", ""Is your platelet count \u226590\u00d710^9/L?"", ""Is your hemoglobin level \u22658g/dL?"", ""Is your total bilirubin (TBIL) \u22641.5 times the upper limit of normal (ULN)?"", ""Is your ALT and AST \u22642.5 times the upper limit of normal (ULN)?"", ""Is your urea/urea nitrogen (BUN) and creatinine (Cr) \u22641.5\u00d7ULN and creatinine clearance (CCr) \u226550mL/min?"", ""Is your left ventricular ejection fraction (LVEF) \u226550%?"", ""Is your Fridericia Corrected QT Interval (QTcF) <470 milliseconds?"", ""Is your INR\u22641.5 x ULN and APTT\u22641.5 x ULN?"", ""Is your thyroid function normal, with thyroid stimulating hormone (TSH) \u2264 upper limit of normal (ULN)?"", ""Have you had a negative serum or urine pregnancy test within the past year if you are a premenopausal or postmenopausal woman under the age of 1 year?""]"
NCT06095141,Cisplatin to Patients With Pancreatic Cancer and Homologous Recombination Deficiency,"

* Ability to understand and the willingness to sign a written informed consent document.
* Age ≥ 18 years and ≤ 80 years.
* Eastern Cooperative Oncology Group (ECOG) performance status 0-2.
* Histologically or cytologically confirmed advanced pancreas adenocarcinoma.
* Tumor progression after at least one line of chemotherapy.
* Genetic or molecular test confirmed the presence of homologous recombination deficiency.
* Presence of at least of one measurable lesion in agreement to RECIST criteria.
* The expected survival ≥ 3 months.
* Adequate organ performance based on laboratory blood tests.
* Women of childbearing potential and men must agree to use adequate contraception prior to study entry and for the duration of study participation.

","[""Are you able to understand and willing to sign a written informed consent document?"", ""How old are you?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Has your pancreas adenocarcinoma been confirmed histologically or cytologically?"", ""Have you experienced tumor progression after at least one line of chemotherapy?"", ""Has a genetic or molecular test confirmed the presence of homologous recombination deficiency in your case?"", ""Do you have at least one measurable lesion that agrees with RECIST criteria?"", ""Is your expected survival at least 3 months?"", ""Do you have adequate organ performance based on your laboratory blood tests?"", ""If you are a woman of childbearing potential or a man, will you agree to use adequate contraception prior to study entry and for the duration of study participation?""]"
NCT04511741,Epidemiological Survey of Children With Prolonged Mechanical Ventilation.," patients who need prolonged mechanical ventilation aged from one month to 18 years old.

-

","[""How old were you when you required prolonged mechanical ventilation?"", ""Are you between one month and 18 years of age?""]"
NCT05451719,Fruquintinib Plus Capecitabine Versus Capecitabine as Maintenance Therapy for Metastatic Colorectal Cancer After First-line Chemotherapy,"

1. ≥18 years old at the time of signing the informed consent;
2. Patients who have been histologically or cytologically confirmed adenocarcinoma of the colon or rectum (stage IV);
3. Patients who have achieved disease control (including CR/PR and SD) after 6 cycles of first-line standard chemotherapy and are still unresectable;
4. At least one measurable metastatic lesion(s) as defined by RECIST version 1.1;
5. ECOG performance status of 0-2;
6. Life expectancy≥3 months;
7. Adequate organ and bone marrow functions: Neutrophils \>1.5×109/L, platelets \>100×109/L, and hemoglobin \>9 g/dL; Total bilirubin \<1.5×upper limit of normal (ULN); aspartate aminotransferase (AST)/serum glutamic-oxaloacetic transaminase (SGOT) and/or alanine aminotransferase (ALT)/serum glutamic-pyruvic transaminase (SGPT) \<3×ULN (\<5×ULN in case of liver metastases); Creatinine clearance (calculated according to Cockcroft and Gault) ≥60 mL/min; Serum creatinine \< 1.5×ULN;
8. Women of childbearing age must have a negative pregnancy test within the first day of the study, and contraceptive methods should be taken during the study until 6 months after the last administration;
9. Willingness and ability to comply with scheduled visits, treatment plans, laboratory tests, and other study procedure.

","[""How old are you at the time of signing the informed consent?"", ""Has adenocarcinoma of the colon or rectum (stage IV) been histologically or cytologically confirmed in you?"", ""Have you completed 6 cycles of first-line standard chemotherapy and achieved disease control without resection?"", ""Do you have at least one measurable metastatic lesion(s) as defined by RECIST version 1.1?"", ""What is your ECOG performance status number?"", ""Do you have a life expectancy of 3 months or more?"", ""Do you meet the following blood requirements: Neutrophils >1.5x10^9/L, platelets >100x10^9/L, and hemoglobin >9 g/dL?"", ""Is your total bilirubin <1.5x upper limit of normal (ULN) and AST/ALT <3xULN (or <5xULN if liver metastases are present)?"", ""What is your creatinine clearance (calculated according to Cockcroft and Gault)?"", ""Is your serum creatinine <1.5x upper limit of normal (ULN)?"", ""Have you taken a negative pregnancy test within the first day of the study (applicable to women of childbearing age)?"", ""Are you willing and able to comply with scheduled visits, treatment plans, laboratory tests, and other study procedures?""]"
NCT05989425,Surufatinib as Neoadjuvant Treatment for Locally Advanced or Metastatic Differentiated Thyroid Cancer,"

* Locally advanced or metastatic thyroid cancer confirmed by histology or cytology, including papillary thyroid carcinoma, follicular thyroid carcinoma, poorly differentiated thyroid cancer, particularly differentiated thyroid cancer. Locally advanced stage refers to: 1) Primary tumor with invasion or adhesion of organs and structures, such as recurrent laryngeal nerve, esophagus, trachea, larynx, encirclement of neck large vessels, mediastinal vessels, extensive invasion of skin, subcutaneous soft tissue or neck muscles; 2). AJCC T4 Stage; 3). Difficult to achieve R0/R1 resection during preoperative assessment;
* Age 14-75 years;
* At least one measurable lesion (RECIST 1.1);
* Eastern Cooperative Oncology Group (ECOG) score 0-1;
* Expected survival time ≥ 12 weeks;
* The main organ functions meet the following criteria: Absolute neutrophil value (ANC) ≥ 1.5 × 109 / L; Platelet (PLT) ≥80 × 109 / L; Hemoglobin (HB) ≥9g / dL; White blood cell count\> 1.5 × 109 / L; Total bilirubin (TBIL) ≤ 1.5 times the upper limit of normal value (ULN); Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) ≤ 2.5 ULN, if with liver metastases, ALT and AST ≤ 5 ULN; Serum creatinine (Cr) ≤ 1.5 ULN or creatinine clearance (CCr) ≥ 50ml / min;
* Subjects of potential fertility are required to use at least one medically approved contraceptive method (such as an intrauterine device, contraceptive pill, or condom) during the study treatment and for 180 days after the end of the study treatment; The serum HCG test must be negative before the first medication.

","[""Have you been diagnosed with locally advanced or metastatic thyroid cancer, confirmed by histology or cytology?"", ""Are you between the ages of 14 and 75 years old?"", ""Do you have at least one measurable lesion according to RECIST 1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) score?"", ""Is your expected survival time at least 12 weeks?"", ""Does your blood work meet the following criteria: ANC \u2265 1.5 \u00d7 10^9 / L, PLT \u2265 80 \u00d7 10^9 / L, HB \u2265 9g / dL, WBC > 1.5 \u00d7 10^9 / L, TBIL \u2264 1.5 times the ULN, ALT and AST \u2264 2.5 ULN (or \u2264 5 ULN if with liver metastases), and Serum Cr \u2264 1.5 ULN or CCr \u2265 50ml / min?"", ""Are you of potential fertility and willing to use at least one medically approved contraceptive method during the study treatment and for 180 days after its end?"", ""Have you taken a serum HCG test, and was the result negative before the first medication?""]"
NCT05257018,R-CDOP Combined With Intrathecal Methotrexate for DLBCL Patients With High-risk of CNS Relapse,"

1. Age range from 18 to 75 years;
2. ECOG performance status: 0-2;
3. Histopathologically confirmed untreated diffuse large B-cell lymphoma (cell origin can be distinguished according to Hans algorithm) , And fulfilled the following criteria for high-risk CNS recurrence:

   1. CNS-IPI 4-6;
   2. The lymphoma involved testis, breast (excluding unilateral breast and less than 5 cm mass), adrenal gland, kidney, paranasal sinus, paravertebral, and bone marrow and other sites;
   3. PCLBCL-leg;
4. Subjects have at least one measurable lesion: the long axis of the lymph node shall be\>1.5 cm, the long axis of the extranodal lesions shall be\>1.0 cm;
5. Bone marrow hematopoiesis was essentially normal: WBC≥3.5 ×10\^9/L, ANC≥1.5×10\^9/L, PLT≥80×10\^9/L, Hb≥90 g/L. Abnormal peripheral blood indices, as a result of lymphoma invading the bone marrow or spleen, permitted enrollment at the discretion of the investigator;
6. Liver function: total bilirubin, ALT, AST \< 1.5×UNL (upper limit of normal);
7. Renal function: Cr \< 1.5×UNL and creatinine clearance≥30 ml/min;
8. Echocardiography or nuclide cardiac function testing with LVEF≥50%;
9. Patients in the reproductive period agreed to appropriate contraception. Women in the reproductive period had a negative serum pregnancy test within 2 weeks before enrollment;
10. Consent to provide pathological tissue specimens (wax blocks within half a year or 20 slides for paraffin tissue sections);
11. Life expectancy≥3 months;
12. Signed informed consent;

","[""Are you within the age range of 18 to 75 years?"", ""What is your ECOG performance status score?"", ""Has your diffuse large B-cell lymphoma been histopathologically confirmed and untreated, and does it fulfill the criteria for high-risk CNS recurrence?"", ""What is your CNS-IPI score?"", ""Has your lymphoma involved any of the following sites: testis, breast (excluding unilateral breast and less than 5 cm mass), adrenal gland, kidney, paranasal sinus, paravertebral, bone marrow?"", ""Do you have PCLBCL-leg?"", ""Do you have at least one measurable lesion? If yes, please specify the long axis measurements of the lymph node and extranodal lesions."", ""Is your bone marrow hematopoiesis essentially normal with WBC\u22653.5\u00d710^9/L, ANC\u22651.5\u00d710^9/L, PLT\u226580\u00d710^9/L, Hb\u226590 g/L?"", ""Are your liver function tests within normal limits (total bilirubin, ALT, AST < 1.5\u00d7UNL)?"", ""Is your renal function normal with Cr < 1.5\u00d7UNL and creatinine clearance\u226530 ml/min?"", ""Does echocardiography or nuclide cardiac function testing show an LVEF\u226550%?"", ""Are you in the reproductive period and agreed to appropriate contraception? If you are a woman, please provide the result of your serum pregnancy test within the last 2 weeks."", ""Are you willing to provide pathological tissue specimens as required?"", ""Do you have a life expectancy of at least 3 months?"", ""Have you signed the informed consent form?""]"
NCT05571618,The Rechallenge of ADCs in MBC Patients,"

* age \> 18 years old.
* Diagnosed with Metastatic Breast Cancer.
* Patients with prior exposure to ADC (either in the adjuvant setting or metastatic disease are allowed).
* Patients plan to or have received ADCs for the second or more time.
* Complete medical history was available.

","[""How old are you?"", ""Have you been diagnosed with Metastatic Breast Cancer?"", ""Have you had prior exposure to Antibody-Drug Conjugates (ADCs) either in the adjuvant setting or for metastatic disease?"", ""Are you planning to receive ADCs for the second time or have you already received them more than once?"", ""Is your complete medical history available for review?""]"
NCT06077318,Comparison of the Sugarbaker and Keyhole Repair for Parastomal Hernia,"

* Only PSH patients who received intraperitoneal onlay Sugarbaker and Keyhole mesh were included.

","[""Did you receive intraperitoneal onlay Sugarbaker mesh as part of your treatment?"", ""Did you receive Keyhole mesh as part of your treatment for PSH?"", ""What type of mesh was used in your intraperitoneal onlay procedure for PSH?""]"
NCT04446819,Compression Gloves to Reduce Albumin-binding Paclitaxel Induced Peripheral Sensory and Motor Neurotoxicity (REMAINING),"

* Patients are diagnosed with pathologically confirmed solid tumors.
* Patients are about to receive albumin-binding paclitaxel monotherapy (at least 4 cycles anticipated) by physicians' choice.
* Patients should have baseline Grade 0 peripheral sensory and motor neurotoxicity (NCI-CTCAE 5.0).
* Eastern Cooperative Oncology Group performance status ≤ 1.
* Biochemical tests within 7 days before inclusion should meet the following criteria:

  * Hemoglobin ≥ 90g/L, white blood cell count ≥ 3500/mm\^3, neutrophil ≥ 1500/mm\^3 and platelet ≥ 75000/mm\^3 with no blood transfusion or hematopoietic colony-stimulating factors in the past 14 days.
  * Creatinine ≤ 1.5 times upper limit of normal (ULN).
  * Liver function: For patients without liver metastasis, alanine aminotransferase (ALT), aspartate aminotransferase (AST) and alkaline phosphatase (ALP) ≤ 1.5 times ULN, and total bilirubin ≤ 1.25 times ULN. For patients with liver metastasis, ALT, AST and ALP ≤ 5 times ULN and total bilirubin ≤ 1.5 times ULN.
* Life expectancy ≥ 12 weeks.
* No history of severe diseases in important organs including heart, lung, liver, and kidney.
* Willingness to sign a written informed consent.
* Willingness to adhere to dose and visit schedules.
* Women of child-bearing ages should be willing to take birth control methods during treatment and within 8 weeks after trial, and pregnancy test (blood or urine) within 14 days before inclusion should be negative (if positive, ultrasound should be performed to rule out pregnancy). Male patients should be willing to take birth control methods during treatment and within 8 weeks after trial or be sterilized by surgery .

","[""Have you been diagnosed with a pathologically confirmed solid tumor?"", ""Are you scheduled to receive albumin-binding paclitaxel monotherapy, anticipated for at least 4 cycles, as decided by your physician?"", ""What is your baseline peripheral sensory and motor neurotoxicity grade according to NCI-CTCAE 5.0?"", ""What is your Eastern Cooperative Oncology Group performance status?"", ""Is your hemoglobin level at least 90g/L without any blood transfusion or hematopoietic colony-stimulating factors in the past 14 days?"", ""Is your creatinine level less than or equal to 1.5 times the upper limit of normal?"", ""Are your liver function tests (ALT, AST, ALP, total bilirubin) within the specified limits considering whether you have liver metastasis or not?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Do you have a history of severe diseases in important organs such as heart, lung, liver, and kidney?"", ""Are you willing to sign a written informed consent?"", ""Are you willing to adhere to the dose and visit schedules?"", ""If you are a woman of child-bearing age, are you willing to take birth control methods during treatment and within 8 weeks after the trial?"", ""Have you had a negative pregnancy test (blood or urine) within 14 days before inclusion?"", ""If you are a male patient, are you willing to take birth control methods during treatment and within 8 weeks after the trial, or have you been sterilized by surgery?""]"
